Passengers,Dist2Sta,Rooms,Area,Age,TransYear,TransQ,CPI,Value
31877.3,1.0,4.0,70,20.0,2020,1,100.0,3300.0
31877.3,1.0,,60,19.0,2019,3,100.0,2300.0
31877.3,8.0,3.0,55,16.0,2019,2,100.0,3200.0
43789.2,4.0,2.0,25,30.0,2019,4,100.0,670.0
31877.3,6.0,4.0,55,26.0,2022,3,102.3,2900.0
31877.3,6.0,,55,26.0,2022,1,102.3,1900.0
31877.3,6.0,4.0,60,25.0,2021,3,99.8,3000.0
31877.3,6.0,4.0,55,25.0,2021,2,99.8,2000.0
31877.3,6.0,3.0,60,23.0,2019,4,100.0,2300.0
31877.3,8.0,4.0,55,23.0,2019,4,100.0,2100.0
39373.63636363636,6.0,4.0,75,32.0,2021,3,99.8,2400.0
39373.63636363636,6.0,4.0,75,35.0,2019,3,100.0,1600.0
36670.72727272727,8.0,4.0,70,12.0,2021,4,99.8,4400.0
36670.72727272727,8.0,4.0,100,34.0,2021,4,99.8,4000.0
36670.72727272727,8.0,4.0,70,12.0,2021,3,99.8,4500.0
36670.72727272727,8.0,4.0,80,12.0,2021,3,99.8,4400.0
36670.72727272727,7.0,5.0,100,34.0,2021,2,99.8,3000.0
36670.72727272727,8.0,5.0,90,20.0,2021,1,99.8,4700.0
36670.72727272727,8.0,5.0,85,33.0,2020,2,100.0,2500.0
36670.72727272727,8.0,4.0,75,10.0,2019,1,100.0,4400.0
15629.818181818182,6.0,3.0,65,35.0,2019,4,100.0,2300.0
15629.818181818182,6.0,3.0,60,35.0,2019,1,100.0,2300.0
43789.2,7.0,,65,31.0,2024,1,108.0,2700.0
43789.2,7.0,4.0,65,30.0,2023,4,105.6,3600.0
43789.2,7.0,4.0,65,30.0,2023,2,105.6,3900.0
43789.2,7.0,5.0,95,30.0,2023,2,105.6,4600.0
43789.2,7.0,,65,29.0,2022,2,102.3,3000.0
43789.2,7.0,4.0,65,29.0,2022,1,102.3,2900.0
43789.2,7.0,4.0,80,26.0,2019,2,100.0,3500.0
36670.72727272727,8.0,4.0,65,51.0,2023,4,105.6,2400.0
36670.72727272727,8.0,4.0,65,51.0,2023,3,105.6,2300.0
36670.72727272727,8.0,3.0,65,51.0,2023,3,105.6,2400.0
36670.72727272727,8.0,3.0,60,51.0,2023,3,105.6,2200.0
36670.72727272727,8.0,3.0,65,50.0,2022,1,102.3,2400.0
36670.72727272727,8.0,,65,48.0,2020,3,100.0,1600.0
36670.72727272727,8.0,4.0,80,48.0,2020,2,100.0,2500.0
36670.72727272727,8.0,4.0,80,48.0,2020,1,100.0,2800.0
36670.72727272727,8.0,,85,47.0,2019,3,100.0,1900.0
43789.2,3.0,4.0,65,18.0,2024,1,108.0,3400.0
43789.2,3.0,,55,23.0,2023,2,105.6,2300.0
43789.2,3.0,4.0,60,17.0,2023,1,105.6,3700.0
43789.2,3.0,5.0,80,16.0,2022,3,102.3,5000.0
43789.2,4.0,3.0,55,15.0,2021,1,99.8,3400.0
43789.2,3.0,4.0,75,13.0,2019,1,100.0,3900.0
27120.9,9.0,3.0,40,24.0,2021,4,99.8,1600.0
27120.9,9.0,2.0,35,,2019,3,100.0,1700.0
52071.7,10.0,5.0,80,22.0,2019,4,100.0,3500.0
36670.72727272727,10.0,5.0,80,19.0,2023,1,105.6,4100.0
36670.72727272727,13.0,4.0,90,37.0,2023,1,105.6,3200.0
36670.72727272727,10.0,4.0,75,,2020,3,100.0,3400.0
36670.72727272727,11.0,5.0,90,34.0,2020,1,100.0,2800.0
36670.72727272727,10.0,,80,22.0,2019,3,100.0,2300.0
36670.72727272727,11.0,4.0,55,22.0,2019,1,100.0,2300.0
39373.63636363636,11.0,4.0,70,22.0,2020,2,100.0,3600.0
95281.1,11.0,4.0,75,4.0,2022,2,102.3,5400.0
95281.1,11.0,5.0,85,4.0,2022,2,102.3,5800.0
10347.9,9.0,3.0,45,15.0,2023,4,105.6,2200.0
10347.9,9.0,,65,15.0,2023,2,105.6,2900.0
10347.9,5.0,3.0,70,19.0,2021,2,99.8,3400.0
39373.63636363636,10.0,4.0,75,19.0,2023,2,105.6,4000.0
39373.63636363636,10.0,4.0,70,19.0,2023,2,105.6,3900.0
39373.63636363636,10.0,,65,19.0,2023,1,105.6,3600.0
39373.63636363636,10.0,3.0,70,18.0,2022,1,102.3,3700.0
39373.63636363636,13.0,2.0,15,35.0,2021,4,99.8,600.0
39373.63636363636,12.0,4.0,70,23.0,2021,2,99.8,3200.0
39373.63636363636,9.0,3.0,55,16.0,2020,1,100.0,2500.0
39373.63636363636,8.0,4.0,65,15.0,2019,1,100.0,3300.0
39373.63636363636,13.0,2.0,15,33.0,2019,1,100.0,390.0
43789.2,12.0,4.0,70,21.0,2019,3,100.0,3000.0
95281.1,19.0,4.0,70,25.0,2022,1,102.3,2900.0
17671.272727272728,6.0,4.0,70,25.0,2021,4,99.8,950.0
17671.272727272728,8.0,4.0,70,25.0,2021,3,99.8,650.0
17671.272727272728,6.0,4.0,70,24.0,2020,4,100.0,1300.0
17671.272727272728,6.0,4.0,70,23.0,2019,1,100.0,700.0
17671.272727272728,26.0,3.0,65,28.0,2023,3,105.6,600.0
17671.272727272728,26.0,4.0,65,26.0,2021,1,99.8,490.0
17671.272727272728,1.0,5.0,85,13.0,2021,4,99.8,3200.0
17671.272727272728,8.0,5.0,95,15.0,2020,3,100.0,2200.0
17671.272727272728,6.0,5.0,95,14.0,2020,3,100.0,2100.0
12225.7,6.0,3.0,125,33.0,2022,4,102.3,5100.0
12225.7,6.0,5.0,105,24.0,2022,2,102.3,4800.0
12225.7,6.0,,125,32.0,2021,4,99.8,3800.0
12225.7,5.0,3.0,90,20.0,2021,3,99.8,5000.0
12225.7,6.0,4.0,70,20.0,2021,2,99.8,3800.0
12225.7,5.0,3.0,65,20.0,2021,1,99.8,3600.0
60822.454545454544,9.0,5.0,75,5.0,2023,1,105.6,4300.0
60822.454545454544,10.0,4.0,80,4.0,2022,3,102.3,3500.0
60822.454545454544,9.0,5.0,90,,2021,1,99.8,5000.0
60822.454545454544,16.0,4.0,75,23.0,2022,4,102.3,1900.0
60822.454545454544,16.0,5.0,75,24.0,2021,4,99.8,1700.0
60822.454545454544,16.0,5.0,80,22.0,2021,3,99.8,3400.0
60822.454545454544,16.0,,75,24.0,2021,2,99.8,1500.0
60822.454545454544,16.0,4.0,75,23.0,2020,4,100.0,1700.0
60822.454545454544,18.0,,75,20.0,2019,2,100.0,1500.0
60822.454545454544,16.0,4.0,70,22.0,2019,2,100.0,2500.0
3603.3636363636365,12.0,4.0,75,25.0,2024,1,108.0,2200.0
3603.3636363636365,11.0,4.0,75,26.0,2023,1,105.6,2100.0
3603.3636363636365,13.0,4.0,70,25.0,2022,4,102.3,1600.0
3603.3636363636365,13.0,,85,25.0,2022,3,102.3,1600.0
3603.3636363636365,12.0,4.0,75,23.0,2022,1,102.3,1400.0
3603.3636363636365,12.0,4.0,75,22.0,2021,4,99.8,1700.0
3603.3636363636365,12.0,4.0,75,22.0,2021,3,99.8,2200.0
3603.3636363636365,10.0,4.0,70,24.0,2021,2,99.8,1600.0
3603.3636363636365,12.0,4.0,75,22.0,2021,1,99.8,1400.0
3603.3636363636365,12.0,4.0,75,22.0,2021,1,99.8,1700.0
3603.3636363636365,12.0,4.0,75,21.0,2020,3,100.0,1500.0
3603.3636363636365,12.0,4.0,95,21.0,2020,3,100.0,2400.0
3603.3636363636365,12.0,4.0,75,20.0,2019,1,100.0,2200.0
23739.8,4.0,4.0,70,19.0,2023,4,105.6,2000.0
23739.8,5.0,4.0,65,23.0,2023,4,105.6,3600.0
23739.8,6.0,4.0,40,52.0,2023,3,105.6,770.0
23739.8,7.0,,70,12.0,2023,2,105.6,3800.0
23739.8,6.0,4.0,50,24.0,2022,3,102.3,2300.0
23739.8,7.0,4.0,40,51.0,2022,2,102.3,800.0
23739.8,3.0,5.0,80,17.0,2021,2,99.8,4000.0
23739.8,6.0,2.0,35,50.0,2021,1,99.8,1400.0
23739.8,7.0,4.0,50,22.0,2020,2,100.0,2200.0
23739.8,10.0,4.0,80,24.0,2019,3,100.0,3300.0
23739.8,6.0,4.0,65,8.0,2019,3,100.0,3200.0
23739.8,10.0,4.0,75,24.0,2019,2,100.0,2500.0
23739.8,6.0,3.0,45,48.0,2019,2,100.0,1100.0
12225.7,6.0,2.0,40,14.0,2022,1,102.3,2300.0
27120.9,8.0,3.0,65,17.0,2021,3,99.8,3200.0
27120.9,8.0,2.0,40,16.0,2020,2,100.0,2300.0
22676.4,9.0,4.0,75,22.0,2023,3,105.6,2700.0
22676.4,5.0,4.0,80,7.0,2022,3,102.3,4800.0
22676.4,6.0,4.0,75,7.0,2022,3,102.3,4700.0
22676.4,4.0,4.0,75,7.0,2022,1,102.3,4700.0
22676.4,10.0,4.0,95,23.0,2021,3,99.8,3300.0
22676.4,5.0,5.0,90,,2021,2,99.8,4800.0
22676.4,11.0,4.0,65,24.0,2021,2,99.8,2500.0
22676.4,9.0,4.0,55,23.0,2021,2,99.8,1700.0
22676.4,9.0,,85,22.0,2020,2,100.0,1900.0
22676.4,5.0,4.0,80,5.0,2020,2,100.0,4900.0
22676.4,16.0,3.0,70,22.0,2023,4,105.6,2400.0
22676.4,16.0,4.0,75,21.0,2022,2,102.3,2800.0
22676.4,16.0,4.0,65,20.0,2021,2,99.8,2400.0
27120.9,14.0,2.0,25,15.0,2023,4,105.6,1700.0
27120.9,14.0,2.0,25,15.0,2023,4,105.6,1500.0
27120.9,14.0,2.0,25,15.0,2023,1,105.6,1800.0
27120.9,13.0,2.0,25,11.0,2019,1,100.0,1400.0
43789.2,11.0,2.0,25,14.0,2022,2,102.3,1400.0
43789.2,11.0,2.0,25,13.0,2021,4,99.8,1400.0
14940.9,30.0,,70,20.0,2019,2,100.0,1400.0
52071.7,30.0,3.0,120,17.0,2021,1,99.8,3600.0
10347.9,30.0,,80,24.0,2022,1,102.3,1800.0
10347.9,30.0,4.0,70,23.0,2021,1,99.8,2000.0
10347.9,30.0,4.0,65,23.0,2021,1,99.8,1600.0
10347.9,30.0,4.0,70,22.0,2020,2,100.0,1200.0
10347.9,30.0,4.0,70,22.0,2020,1,100.0,1500.0
43789.2,30.0,4.0,65,25.0,2023,4,105.6,2000.0
43789.2,30.0,4.0,70,25.0,2023,3,105.6,2400.0
43789.2,30.0,,65,24.0,2023,3,105.6,1800.0
43789.2,30.0,5.0,80,25.0,2023,3,105.6,3000.0
43789.2,30.0,5.0,100,19.0,2023,3,105.6,3800.0
43789.2,30.0,4.0,70,25.0,2023,3,105.6,1900.0
43789.2,30.0,2.0,65,25.0,2023,2,105.6,1600.0
43789.2,30.0,5.0,95,19.0,2023,1,105.6,4200.0
43789.2,30.0,4.0,65,25.0,2023,1,105.6,2000.0
43789.2,30.0,4.0,80,25.0,2023,1,105.6,1800.0
43789.2,30.0,4.0,70,25.0,2023,1,105.6,2300.0
43789.2,30.0,4.0,65,24.0,2022,4,102.3,2600.0
43789.2,60.0,,75,24.0,2022,4,102.3,1900.0
43789.2,30.0,,75,24.0,2022,4,102.3,1600.0
43789.2,30.0,4.0,80,24.0,2022,4,102.3,1700.0
43789.2,30.0,4.0,80,24.0,2022,3,102.3,2100.0
43789.2,30.0,4.0,75,24.0,2022,2,102.3,1700.0
43789.2,30.0,4.0,65,23.0,2022,2,102.3,2600.0
43789.2,30.0,4.0,70,24.0,2022,2,102.3,1700.0
43789.2,30.0,4.0,70,24.0,2022,2,102.3,2800.0
43789.2,30.0,4.0,95,18.0,2022,2,102.3,5100.0
43789.2,30.0,4.0,70,24.0,2022,2,102.3,1200.0
43789.2,30.0,4.0,70,24.0,2022,2,102.3,1700.0
43789.2,30.0,4.0,85,18.0,2022,1,102.3,3200.0
43789.2,30.0,,65,24.0,2022,1,102.3,1700.0
43789.2,30.0,5.0,85,24.0,2022,1,102.3,2300.0
43789.2,30.0,,70,24.0,2022,1,102.3,1500.0
43789.2,30.0,4.0,90,22.0,2021,3,99.8,2700.0
43789.2,30.0,4.0,85,23.0,2021,3,99.8,1900.0
43789.2,30.0,4.0,70,26.0,2021,3,99.8,1900.0
43789.2,30.0,,65,23.0,2021,3,99.8,1300.0
43789.2,30.0,5.0,80,23.0,2021,3,99.8,2500.0
43789.2,30.0,5.0,105,23.0,2021,2,99.8,3100.0
43789.2,30.0,4.0,70,23.0,2021,2,99.8,1900.0
43789.2,30.0,4.0,70,23.0,2021,2,99.8,1500.0
43789.2,30.0,4.0,70,23.0,2021,2,99.8,970.0
43789.2,30.0,4.0,70,23.0,2021,2,99.8,1800.0
43789.2,30.0,4.0,70,23.0,2021,1,99.8,2000.0
43789.2,30.0,3.0,70,23.0,2021,1,99.8,1700.0
43789.2,30.0,,70,23.0,2021,1,99.8,1300.0
43789.2,30.0,3.0,120,17.0,2021,1,99.8,3800.0
43789.2,30.0,4.0,65,22.0,2020,4,100.0,1200.0
43789.2,30.0,4.0,70,22.0,2020,4,100.0,1500.0
43789.2,30.0,,70,22.0,2020,4,100.0,1300.0
43789.2,30.0,,85,16.0,2020,3,100.0,2400.0
43789.2,30.0,5.0,80,22.0,2020,3,100.0,2100.0
43789.2,30.0,5.0,85,22.0,2020,1,100.0,2400.0
43789.2,30.0,5.0,80,21.0,2019,4,100.0,2100.0
43789.2,30.0,5.0,85,22.0,2019,4,100.0,2000.0
43789.2,30.0,4.0,75,21.0,2019,4,100.0,2200.0
43789.2,30.0,4.0,65,21.0,2019,4,100.0,1600.0
43789.2,30.0,4.0,75,21.0,2019,4,100.0,1900.0
43789.2,30.0,5.0,85,21.0,2019,3,100.0,1900.0
43789.2,30.0,,85,21.0,2019,2,100.0,1600.0
43789.2,30.0,4.0,75,21.0,2019,2,100.0,2000.0
43789.2,30.0,4.0,70,21.0,2019,2,100.0,1400.0
43789.2,30.0,5.0,85,20.0,2019,2,100.0,2400.0
43789.2,30.0,,70,21.0,2019,2,100.0,1100.0
43789.2,30.0,,65,21.0,2019,1,100.0,1300.0
43789.2,30.0,4.0,70,21.0,2019,1,100.0,1900.0
43789.2,30.0,,75,,2019,1,100.0,1700.0
43789.2,30.0,4.0,70,21.0,2019,1,100.0,1500.0
43789.2,30.0,,85,15.0,2019,1,100.0,2300.0
12225.7,14.0,,95,13.0,2020,4,100.0,4000.0
12225.7,14.0,,85,12.0,2019,2,100.0,4000.0
10011.6,14.0,5.0,100,13.0,2020,4,100.0,3500.0
10011.6,15.0,4.0,70,35.0,2020,4,100.0,710.0
95281.1,14.0,4.0,70,11.0,2021,2,99.8,3500.0
95281.1,14.0,4.0,90,11.0,2021,2,99.8,4700.0
20094.2,15.0,4.0,70,11.0,2021,4,99.8,4000.0
20094.2,4.0,,80,14.0,2023,4,105.6,5400.0
20094.2,5.0,4.0,70,28.0,2023,3,105.6,4800.0
20094.2,5.0,4.0,70,28.0,2023,3,105.6,4900.0
20094.2,5.0,5.0,90,21.0,2023,3,105.6,5900.0
20094.2,5.0,4.0,70,28.0,2023,2,105.6,4800.0
20094.2,5.0,4.0,90,36.0,2022,3,102.3,3500.0
20094.2,5.0,4.0,85,12.0,2022,2,102.3,6500.0
20094.2,5.0,4.0,70,27.0,2022,2,102.3,5000.0
20094.2,3.0,5.0,90,6.0,2021,2,99.8,6200.0
20094.2,4.0,4.0,85,4.0,2021,1,99.8,7000.0
20094.2,3.0,4.0,80,5.0,2020,1,100.0,5200.0
20094.2,7.0,4.0,70,17.0,2019,4,100.0,4000.0
20094.2,4.0,4.0,75,2.0,2019,3,100.0,5300.0
20094.2,6.0,4.0,70,17.0,2019,2,100.0,4200.0
20094.2,5.0,5.0,85,33.0,2019,1,100.0,2800.0
27120.9,3.0,4.0,90,27.0,2023,2,105.6,7300.0
27120.9,3.0,3.0,80,27.0,2023,2,105.6,6300.0
27120.9,2.0,3.0,50,23.0,2023,1,105.6,3300.0
27120.9,4.0,3.0,65,9.0,2021,3,99.8,5400.0
27120.9,3.0,3.0,85,25.0,2021,3,99.8,6500.0
27120.9,4.0,2.0,20,36.0,2020,4,100.0,620.0
27120.9,3.0,3.0,70,24.0,2020,2,100.0,5100.0
39373.63636363636,7.0,4.0,75,22.0,2023,4,105.6,4900.0
39373.63636363636,8.0,,75,22.0,2023,3,105.6,3500.0
39373.63636363636,8.0,5.0,80,10.0,2023,3,105.6,5400.0
39373.63636363636,6.0,4.0,70,20.0,2021,4,99.8,3600.0
39373.63636363636,8.0,3.0,55,12.0,2021,3,99.8,2700.0
39373.63636363636,4.0,5.0,85,,2021,2,99.8,3700.0
39373.63636363636,7.0,4.0,70,20.0,2021,1,99.8,3900.0
39373.63636363636,7.0,3.0,85,20.0,2021,1,99.8,4600.0
39373.63636363636,7.0,4.0,65,19.0,2020,2,100.0,2600.0
39373.63636363636,5.0,4.0,70,6.0,2020,1,100.0,3800.0
39373.63636363636,8.0,4.0,60,6.0,2019,3,100.0,3800.0
39373.63636363636,8.0,4.0,65,6.0,2019,2,100.0,4100.0
39373.63636363636,8.0,4.0,65,6.0,2019,1,100.0,4000.0
43789.2,8.0,4.0,65,26.0,2023,4,105.6,3600.0
43789.2,8.0,5.0,80,18.0,2022,3,102.3,4900.0
43789.2,8.0,,80,18.0,2022,1,102.3,3600.0
43789.2,9.0,4.0,70,20.0,2021,4,99.8,3500.0
43789.2,8.0,4.0,80,17.0,2021,3,99.8,3700.0
43789.2,8.0,5.0,75,17.0,2021,1,99.8,3800.0
43789.2,7.0,,70,19.0,2020,2,100.0,2200.0
43789.2,8.0,5.0,75,15.0,2019,2,100.0,3800.0
52071.7,9.0,,75,28.0,2024,1,108.0,2700.0
52071.7,11.0,4.0,65,20.0,2021,2,99.8,3200.0
52071.7,11.0,4.0,70,18.0,2019,3,100.0,4400.0
23739.8,11.0,3.0,70,19.0,2020,2,100.0,4000.0
10347.9,11.0,4.0,70,21.0,2019,2,100.0,2600.0
43789.2,4.0,4.0,70,22.0,2023,4,105.6,3800.0
43789.2,4.0,3.0,65,25.0,2023,3,105.6,3500.0
43789.2,4.0,4.0,70,19.0,2023,3,105.6,4300.0
43789.2,4.0,,70,22.0,2023,1,105.6,3600.0
43789.2,5.0,4.0,70,18.0,2022,4,102.3,4400.0
43789.2,2.0,4.0,70,,2021,3,99.8,3400.0
43789.2,5.0,3.0,65,17.0,2021,1,99.8,3300.0
43789.2,5.0,4.0,65,16.0,2020,4,100.0,3600.0
43789.2,3.0,3.0,50,15.0,2020,4,100.0,2600.0
43789.2,3.0,4.0,70,21.0,2020,4,100.0,2100.0
52071.7,18.0,3.0,95,21.0,2023,2,105.6,3000.0
52071.7,19.0,4.0,85,21.0,2023,1,105.6,4000.0
52071.7,20.0,3.0,95,20.0,2022,1,102.3,3700.0
52071.7,19.0,,85,20.0,2022,1,102.3,3000.0
52071.7,21.0,5.0,80,21.0,2021,3,99.8,2700.0
52071.7,16.0,3.0,95,19.0,2021,3,99.8,4000.0
52071.7,21.0,4.0,80,18.0,2020,1,100.0,3000.0
52071.7,16.0,5.0,85,17.0,2019,3,100.0,3500.0
52071.7,16.0,4.0,95,17.0,2019,2,100.0,3500.0
52071.7,19.0,4.0,90,17.0,2019,2,100.0,3600.0
52071.7,21.0,4.0,70,19.0,2019,2,100.0,1600.0
52071.7,18.0,4.0,95,,2019,1,100.0,2800.0
43789.2,11.0,4.0,75,20.0,2023,3,105.6,3800.0
43789.2,15.0,3.0,65,22.0,2023,1,105.6,3300.0
43789.2,15.0,3.0,65,20.0,2021,1,99.8,2600.0
43789.2,11.0,4.0,90,18.0,2021,1,99.8,3000.0
43789.2,14.0,5.0,75,19.0,2020,3,100.0,3200.0
43789.2,11.0,5.0,85,17.0,2020,3,100.0,4200.0
43789.2,11.0,5.0,90,17.0,2020,3,100.0,4600.0
43789.2,11.0,4.0,65,18.0,2019,2,100.0,2500.0
43789.2,11.0,4.0,70,16.0,2019,1,100.0,3400.0
31877.3,13.0,4.0,70,12.0,2023,1,105.6,4000.0
31877.3,11.0,,75,10.0,2021,4,99.8,3200.0
31877.3,11.0,4.0,75,8.0,2021,1,99.8,3500.0
31877.3,11.0,4.0,75,8.0,2021,1,99.8,3400.0
31877.3,10.0,4.0,75,7.0,2020,3,100.0,3400.0
43789.2,6.0,,65,22.0,2022,3,102.3,3100.0
43789.2,6.0,4.0,65,21.0,2021,3,99.8,3900.0
43789.2,8.0,4.0,65,21.0,2021,2,99.8,3400.0
43789.2,7.0,5.0,80,21.0,2021,2,99.8,3800.0
43789.2,6.0,5.0,80,20.0,2020,4,100.0,3900.0
43789.2,6.0,5.0,80,20.0,2020,3,100.0,3400.0
43789.2,6.0,4.0,65,19.0,2019,1,100.0,3200.0
20094.2,6.0,4.0,80,4.0,2021,4,99.8,6100.0
1756.3,4.0,4.0,65,25.0,2023,4,105.6,2200.0
1756.3,4.0,,60,44.0,2023,1,105.6,2000.0
1756.3,4.0,4.0,60,44.0,2023,1,105.6,1000.0
1756.3,3.0,,90,23.0,2021,4,99.8,2800.0
1756.3,4.0,4.0,60,42.0,2021,3,99.8,1700.0
1756.3,3.0,4.0,75,23.0,2021,3,99.8,2900.0
1756.3,4.0,3.0,60,44.0,2021,2,99.8,1800.0
1756.3,4.0,4.0,60,42.0,2021,1,99.8,860.0
1756.3,3.0,4.0,65,23.0,2021,1,99.8,2600.0
1756.3,3.0,4.0,65,21.0,2019,4,100.0,2500.0
1756.3,4.0,4.0,75,20.0,2019,4,100.0,2600.0
1756.3,3.0,4.0,80,20.0,2019,3,100.0,2400.0
1756.3,3.0,4.0,65,21.0,2019,1,100.0,1900.0
1952.3,4.0,4.0,65,25.0,2023,4,105.6,2900.0
1952.3,4.0,4.0,60,44.0,2023,3,105.6,750.0
1952.3,4.0,4.0,95,43.0,2022,4,102.3,2400.0
31877.3,19.0,5.0,80,27.0,2023,4,105.6,3200.0
31877.3,15.0,5.0,95,18.0,2023,4,105.6,3900.0
31877.3,15.0,4.0,70,27.0,2023,3,105.6,3400.0
31877.3,18.0,5.0,75,27.0,2023,1,105.6,2500.0
31877.3,19.0,,60,27.0,2023,1,105.6,2200.0
31877.3,19.0,4.0,65,26.0,2022,4,102.3,2200.0
31877.3,18.0,,80,26.0,2022,4,102.3,2500.0
31877.3,15.0,4.0,70,26.0,2022,2,102.3,2400.0
31877.3,18.0,,65,18.0,2022,2,102.3,2800.0
31877.3,19.0,4.0,65,25.0,2021,3,99.8,2600.0
31877.3,19.0,,75,25.0,2021,3,99.8,1700.0
31877.3,16.0,5.0,80,14.0,2020,4,100.0,2900.0
31877.3,15.0,4.0,70,14.0,2020,4,100.0,3000.0
31877.3,18.0,5.0,80,33.0,2020,2,100.0,2200.0
31877.3,15.0,4.0,70,13.0,2020,1,100.0,3000.0
31877.3,18.0,4.0,75,16.0,2020,1,100.0,2200.0
31877.3,15.0,4.0,70,14.0,2020,1,100.0,2700.0
31877.3,19.0,4.0,65,24.0,2020,1,100.0,1600.0
31877.3,15.0,5.0,100,14.0,2019,4,100.0,3000.0
43789.2,20.0,3.0,70,27.0,2024,1,108.0,2100.0
43789.2,15.0,4.0,70,17.0,2023,4,105.6,3200.0
43789.2,19.0,2.0,65,26.0,2023,4,105.6,2000.0
43789.2,19.0,4.0,60,26.0,2023,3,105.6,2100.0
43789.2,18.0,5.0,75,26.0,2023,1,105.6,2600.0
43789.2,18.0,4.0,65,26.0,2023,1,105.6,2500.0
43789.2,15.0,,75,27.0,2023,1,105.6,2300.0
43789.2,15.0,5.0,85,16.0,2022,4,102.3,3500.0
43789.2,19.0,4.0,65,25.0,2022,4,102.3,2900.0
43789.2,15.0,3.0,70,17.0,2022,4,102.3,2900.0
43789.2,19.0,4.0,60,26.0,2022,2,102.3,2300.0
43789.2,19.0,4.0,60,25.0,2022,1,102.3,2600.0
43789.2,18.0,4.0,55,24.0,2021,2,99.8,2700.0
43789.2,18.0,5.0,80,34.0,2021,2,99.8,1000.0
43789.2,19.0,5.0,80,23.0,2020,4,100.0,2300.0
43789.2,15.0,4.0,70,14.0,2020,3,100.0,2300.0
43789.2,18.0,4.0,65,16.0,2020,1,100.0,2600.0
43789.2,15.0,4.0,70,23.0,2019,2,100.0,1500.0
43789.2,15.0,4.0,65,15.0,2019,1,100.0,2700.0
17671.272727272728,8.0,4.0,90,30.0,2024,1,108.0,1200.0
17671.272727272728,16.0,4.0,75,21.0,2024,1,108.0,2300.0
17671.272727272728,7.0,4.0,80,30.0,2023,4,105.6,1600.0
17671.272727272728,15.0,4.0,75,26.0,2023,3,105.6,2000.0
17671.272727272728,15.0,4.0,75,26.0,2023,3,105.6,1000.0
17671.272727272728,11.0,4.0,95,29.0,2023,1,105.6,2300.0
17671.272727272728,10.0,4.0,80,,2023,1,105.6,2000.0
17671.272727272728,11.0,4.0,70,25.0,2022,3,102.3,1500.0
17671.272727272728,6.0,4.0,80,19.0,2022,2,102.3,2300.0
17671.272727272728,9.0,5.0,100,28.0,2022,2,102.3,1700.0
17671.272727272728,15.0,,75,25.0,2022,2,102.3,1200.0
17671.272727272728,6.0,5.0,100,19.0,2022,1,102.3,3000.0
17671.272727272728,8.0,4.0,80,27.0,2021,4,99.8,1500.0
17671.272727272728,19.0,4.0,75,27.0,2021,4,99.8,1600.0
17671.272727272728,8.0,4.0,80,27.0,2021,4,99.8,1800.0
17671.272727272728,5.0,4.0,75,29.0,2021,2,99.8,1500.0
17671.272727272728,6.0,4.0,80,27.0,2021,2,99.8,1400.0
17671.272727272728,10.0,3.0,65,,2020,4,100.0,1200.0
17671.272727272728,13.0,4.0,80,28.0,2020,4,100.0,1600.0
17671.272727272728,7.0,4.0,80,28.0,2020,4,100.0,1300.0
17671.272727272728,8.0,4.0,85,17.0,2020,4,100.0,1900.0
17671.272727272728,15.0,4.0,85,23.0,2020,3,100.0,1600.0
17671.272727272728,4.0,4.0,80,24.0,2020,3,100.0,1400.0
17671.272727272728,11.0,4.0,80,28.0,2020,3,100.0,1800.0
17671.272727272728,7.0,4.0,85,25.0,2019,4,100.0,1800.0
17671.272727272728,9.0,4.0,95,25.0,2019,3,100.0,1800.0
17671.272727272728,11.0,4.0,80,,2019,3,100.0,1200.0
17671.272727272728,8.0,4.0,75,17.0,2019,2,100.0,210.0
17671.272727272728,6.0,4.0,80,16.0,2019,2,100.0,1700.0
17671.272727272728,13.0,4.0,85,26.0,2019,1,100.0,1800.0
12225.7,14.0,4.0,75,17.0,2024,1,108.0,4200.0
12225.7,9.0,3.0,75,49.0,2023,3,105.6,2500.0
12225.7,12.0,,65,23.0,2023,3,105.6,4200.0
12225.7,14.0,4.0,70,25.0,2023,1,105.6,3800.0
12225.7,15.0,4.0,75,25.0,2022,3,102.3,3400.0
12225.7,13.0,,85,25.0,2022,2,102.3,1200.0
12225.7,15.0,4.0,90,20.0,2022,1,102.3,4200.0
12225.7,8.0,5.0,95,11.0,2022,1,102.3,4300.0
12225.7,14.0,,70,24.0,2022,1,102.3,2700.0
12225.7,12.0,4.0,70,21.0,2021,4,99.8,3800.0
12225.7,16.0,,70,19.0,2021,3,99.8,3000.0
12225.7,15.0,4.0,75,13.0,2021,2,99.8,4000.0
12225.7,15.0,4.0,80,38.0,2020,1,100.0,3100.0
12225.7,13.0,4.0,65,48.0,2020,1,100.0,1100.0
12225.7,14.0,4.0,70,22.0,2020,1,100.0,3000.0
12225.7,15.0,4.0,90,18.0,2020,1,100.0,3600.0
12225.7,15.0,4.0,65,21.0,2019,4,100.0,2200.0
12225.7,14.0,3.0,60,47.0,2019,4,100.0,560.0
12225.7,8.0,4.0,80,8.0,2019,3,100.0,5200.0
12225.7,14.0,,65,47.0,2019,3,100.0,980.0
12225.7,15.0,4.0,85,37.0,2019,2,100.0,2400.0
12225.7,11.0,4.0,75,,2019,2,100.0,6200.0
12225.7,12.0,5.0,85,19.0,2019,1,100.0,4500.0
