Passengers,Dist2Sta,Rooms,Area,Age,TransYear,TransQ,CPI,Value
23739.8,10.0,4.0,80,19.0,2014,1,97.5,2300.0
12225.7,6.0,2.0,40,6.0,2014,2,97.5,1900.0
27622.0,11.0,3.0,75,20.0,2017,4,98.6,3800.0
27622.0,11.0,3.0,75,20.0,2017,4,98.6,4000.0
27622.0,13.0,4.0,75,20.0,2017,4,98.6,3800.0
27622.0,11.0,4.0,75,2.0,2017,3,98.6,4000.0
27622.0,12.0,4.0,75,20.0,2017,2,98.6,4000.0
27622.0,12.0,,75,2.0,2017,2,98.6,4100.0
12225.7,10.0,3.0,85,4.0,2010,2,94.8,4800.0
27622.0,12.0,4.0,75,19.0,2017,1,98.6,4000.0
23739.8,9.0,3.0,70,45.0,2017,1,98.6,1500.0
10011.6,12.0,4.0,65,9.0,2010,3,94.8,1700.0
10011.6,10.0,4.0,80,23.0,2010,1,94.8,1400.0
22676.4,2.0,5.0,85,12.0,2014,3,97.5,4700.0
22676.4,11.0,4.0,70,26.0,2014,2,97.5,2100.0
10011.6,16.0,4.0,85,7.0,2010,1,94.8,3900.0
22676.4,10.0,4.0,75,13.0,2014,1,97.5,2800.0
12225.7,15.0,4.0,65,33.0,2010,4,94.8,850.0
12225.7,23.0,4.0,70,9.0,2010,4,94.8,2300.0
12225.7,16.0,4.0,75,5.0,2010,4,94.8,2800.0
12225.7,15.0,4.0,65,9.0,2010,2,94.8,2100.0
12225.7,17.0,4.0,80,9.0,2010,1,94.8,2700.0
12225.7,14.0,3.0,60,14.0,2010,1,94.8,1800.0
10011.6,11.0,4.0,80,26.0,2017,3,98.6,2000.0
43789.2,30.0,4.0,70,16.0,2014,4,97.5,1400.0
95281.1,15.0,5.0,75,8.0,2010,2,94.8,3800.0
43789.2,30.0,5.0,80,16.0,2014,3,97.5,1500.0
43789.2,30.0,4.0,65,16.0,2014,3,97.5,1700.0
43789.2,30.0,4.0,65,16.0,2014,3,97.5,1500.0
43789.2,30.0,4.0,75,16.0,2014,1,97.5,1600.0
10011.6,23.0,3.0,50,21.0,2010,2,94.8,970.0
43789.2,6.0,2.0,20,10.0,2017,3,98.6,1400.0
43789.2,4.0,4.0,80,19.0,2017,2,98.6,3100.0
3603.3636363636365,16.0,3.0,70,25.0,2017,1,98.6,830.0
3603.3636363636365,16.0,4.0,80,25.0,2017,1,98.6,4000.0
20094.2,6.0,4.0,70,12.0,2014,3,97.5,3600.0
20094.2,6.0,5.0,95,12.0,2014,1,97.5,4800.0
7356.8,6.0,5.0,100,6.0,2010,4,94.8,3000.0
7356.8,6.0,4.0,70,21.0,2010,3,94.8,1400.0
7356.8,6.0,4.0,70,21.0,2010,3,94.8,87.0
20094.2,4.0,4.0,70,3.0,2017,4,98.6,4200.0
7356.8,9.0,5.0,65,27.0,2010,2,94.8,1400.0
7356.8,6.0,4.0,85,6.0,2010,1,94.8,2100.0
7356.8,9.0,5.0,65,27.0,2010,1,94.8,1600.0
7356.8,10.0,4.0,65,25.0,2010,1,94.8,1400.0
7356.8,5.0,4.0,75,19.0,2010,1,94.8,1900.0
39373.63636363636,7.0,4.0,70,13.0,2014,3,97.5,2800.0
43789.2,8.0,4.0,70,10.0,2014,4,97.5,2900.0
27120.9,11.0,4.0,95,23.0,2010,4,94.8,1500.0
10347.9,11.0,4.0,70,10.0,2017,4,98.6,3400.0
10347.9,10.0,5.0,90,10.0,2017,1,98.6,3900.0
95281.1,11.0,4.0,60,35.0,2010,1,94.8,1100.0
95281.1,11.0,4.0,70,11.0,2010,1,94.8,2100.0
52071.7,11.0,4.0,65,13.0,2014,4,97.5,3200.0
43789.2,11.0,4.0,70,19.0,2017,3,98.6,3200.0
43789.2,11.0,4.0,70,19.0,2017,2,98.6,3200.0
43789.2,10.0,4.0,70,19.0,2017,2,98.6,3700.0
43789.2,2.0,4.0,65,13.0,2014,4,97.5,2800.0
43789.2,5.0,4.0,65,10.0,2014,3,97.5,2600.0
43789.2,5.0,4.0,65,10.0,2014,1,97.5,2800.0
95281.1,10.0,4.0,65,11.0,2010,1,94.8,2600.0
22676.4,20.0,5.0,70,24.0,2010,3,94.8,960.0
12225.7,12.0,5.0,90,12.0,2017,2,98.6,4400.0
39373.63636363636,9.0,4.0,70,3.0,2017,4,98.6,4400.0
10347.9,9.0,4.0,60,13.0,2010,4,94.8,2100.0
95281.1,9.0,5.0,85,3.0,2017,3,98.6,5100.0
95281.1,10.0,3.0,60,4.0,2017,1,98.6,3200.0
43789.2,2.0,4.0,75,4.0,2010,4,94.8,3800.0
43789.2,2.0,3.0,80,7.0,2010,4,94.8,5000.0
43789.2,3.0,4.0,65,4.0,2010,1,94.8,3600.0
52071.7,18.0,3.0,95,12.0,2014,4,97.5,3100.0
52071.7,18.0,4.0,95,12.0,2014,4,97.5,3200.0
52071.7,16.0,4.0,85,12.0,2014,4,97.5,2800.0
52071.7,20.0,5.0,80,14.0,2014,1,97.5,2900.0
43789.2,9.0,4.0,65,19.0,2017,3,98.6,2900.0
43789.2,9.0,4.0,70,19.0,2017,1,98.6,2700.0
43789.2,9.0,4.0,70,11.0,2014,3,97.5,2700.0
43789.2,5.0,3.0,65,14.0,2014,1,97.5,2400.0
26831.7,16.0,3.0,65,31.0,2010,4,94.8,1100.0
26831.7,8.0,4.0,70,7.0,2010,4,94.8,3000.0
26831.7,19.0,4.0,65,31.0,2010,4,94.8,650.0
26831.7,19.0,4.0,75,31.0,2010,1,94.8,1400.0
1756.3,4.0,4.0,70,37.0,2014,2,97.5,1200.0
12225.7,14.0,4.0,75,21.0,2017,3,98.6,1600.0
12225.7,16.0,4.0,70,16.0,2017,2,98.6,2000.0
12225.7,15.0,5.0,85,12.0,2017,1,98.6,2600.0
12225.7,19.0,4.0,80,16.0,2017,1,98.6,2300.0
95281.1,25.0,4.0,65,40.0,2017,2,98.6,1100.0
1952.3,4.0,4.0,60,35.0,2014,2,97.5,400.0
1952.3,5.0,4.0,70,32.0,2014,1,97.5,1800.0
23533.5,18.0,4.0,65,10.0,2014,3,97.5,2400.0
31877.3,18.0,,70,,2014,3,97.5,2500.0
31877.3,15.0,4.0,70,9.0,2014,1,97.5,2200.0
31877.3,15.0,5.0,80,8.0,2014,1,97.5,2600.0
22676.4,10.0,4.0,65,7.0,2010,1,94.8,2600.0
10011.6,23.0,3.0,65,28.0,2017,1,98.6,1400.0
95281.1,25.0,5.0,90,28.0,2017,4,98.6,2500.0
43789.2,15.0,5.0,80,10.0,2014,1,97.5,2800.0
20094.2,25.0,,75,32.0,2017,4,98.6,2000.0
17671.272727272728,8.0,5.0,110,22.0,2014,4,97.5,1800.0
17671.272727272728,10.0,3.0,85,21.0,2014,4,97.5,1500.0
17671.272727272728,13.0,5.0,85,11.0,2014,3,97.5,2400.0
17671.272727272728,8.0,5.0,85,20.0,2014,2,97.5,1100.0
17671.272727272728,20.0,5.0,85,11.0,2014,2,97.5,1700.0
17671.272727272728,9.0,4.0,95,20.0,2014,2,97.5,1700.0
17671.272727272728,6.0,4.0,80,11.0,2014,2,97.5,1800.0
17671.272727272728,15.0,5.0,85,17.0,2014,1,97.5,1700.0
17671.272727272728,7.0,4.0,90,20.0,2014,1,97.5,1300.0
17671.272727272728,5.0,5.0,95,18.0,2014,1,97.5,1700.0
17671.272727272728,14.0,4.0,75,17.0,2014,1,97.5,1400.0
7356.8,10.0,4.0,70,34.0,2017,4,98.6,1500.0
7356.8,5.0,4.0,75,26.0,2017,4,98.6,1700.0
7356.8,4.0,4.0,70,28.0,2017,4,98.6,1900.0
7356.8,4.0,4.0,70,28.0,2017,3,98.6,1000.0
7356.8,4.0,4.0,70,28.0,2017,3,98.6,1000.0
7356.8,8.0,4.0,90,22.0,2017,2,98.6,2200.0
7356.8,16.0,3.0,65,27.0,2017,2,98.6,1200.0
7356.8,9.0,5.0,95,21.0,2017,2,98.6,2000.0
7356.8,14.0,4.0,65,32.0,2017,1,98.6,1400.0
27120.9,13.0,4.0,85,4.0,2017,4,98.6,6400.0
27120.9,12.0,2.0,60,49.0,2017,3,98.6,870.0
12225.7,12.0,3.0,70,14.0,2014,3,97.5,4000.0
12225.7,12.0,4.0,70,14.0,2014,3,97.5,3500.0
12225.7,12.0,4.0,85,14.0,2014,2,97.5,3700.0
95281.1,11.0,3.0,65,42.0,2017,1,98.6,1900.0
3767.8,10.0,4.0,60,42.0,2017,2,98.6,1500.0
31877.3,3.0,3.0,50,13.0,2010,1,94.8,1600.0
23533.5,1.0,4.0,65,12.0,2010,2,94.8,1600.0
20094.2,14.0,4.0,70,19.0,2014,4,97.5,2400.0
31877.3,8.0,4.0,70,8.0,2010,3,94.8,2500.0
31877.3,4.0,2.0,25,21.0,2010,3,94.8,3400.0
20094.2,16.0,4.0,65,20.0,2014,1,97.5,2400.0
31877.3,7.0,3.0,55,14.0,2010,4,94.8,1400.0
31877.3,8.0,4.0,60,14.0,2010,4,94.8,1900.0
31877.3,7.0,3.0,60,14.0,2010,2,94.8,1500.0
31877.3,6.0,4.0,60,14.0,2010,1,94.8,1500.0
95281.1,8.0,4.0,70,16.0,2014,1,97.5,2900.0
43789.2,2.0,4.0,75,14.0,2017,4,98.6,4300.0
20094.2,13.0,2.0,15,28.0,2014,4,97.5,290.0
26831.7,16.0,4.0,65,38.0,2017,1,98.6,1700.0
43789.2,8.0,3.0,60,12.0,2010,4,94.8,2000.0
43789.2,8.0,3.0,60,12.0,2010,4,94.8,2400.0
95281.1,9.0,4.0,65,,2014,3,97.5,2900.0
95281.1,9.0,4.0,65,4.0,2014,2,97.5,3100.0
95281.1,6.0,2.0,15,27.0,2014,1,97.5,400.0
36670.72727272727,7.0,4.0,65,38.0,2010,3,94.8,1500.0
95281.1,12.0,4.0,85,8.0,2014,1,97.5,4800.0
43789.2,3.0,4.0,65,4.0,2010,1,94.8,2800.0
43789.2,3.0,4.0,85,4.0,2010,1,94.8,3700.0
36670.72727272727,2.0,,125,28.0,2014,4,97.5,3800.0
36670.72727272727,6.0,4.0,100,46.0,2014,1,97.5,3000.0
36670.72727272727,6.0,3.0,70,46.0,2014,1,97.5,1700.0
27120.9,9.0,3.0,40,13.0,2010,4,94.8,2000.0
85366.90909090909,10.0,3.0,55,13.0,2010,3,94.8,2000.0
23739.8,10.0,5.0,80,35.0,2014,3,97.5,2000.0
27120.9,13.0,4.0,60,14.0,2014,1,97.5,2500.0
36670.72727272727,11.0,3.0,35,22.0,2010,2,94.8,550.0
43789.2,8.0,4.0,60,14.0,2014,3,97.5,2700.0
36670.72727272727,11.0,3.0,35,22.0,2010,2,94.8,550.0
36670.72727272727,10.0,4.0,80,13.0,2010,2,94.8,2800.0
22676.4,7.0,4.0,70,9.0,2017,2,98.6,3700.0
10347.9,11.0,5.0,95,17.0,2014,2,97.5,2400.0
31877.3,8.0,3.0,70,2.0,2017,3,98.6,3700.0
43789.2,18.0,4.0,70,1.0,2014,4,97.5,2700.0
43789.2,16.0,4.0,70,1.0,2014,3,97.5,2900.0
39373.63636363636,12.0,4.0,70,10.0,2010,1,94.8,2500.0
31877.3,13.0,4.0,65,16.0,2017,2,98.6,2600.0
95281.1,19.0,4.0,65,13.0,2010,4,94.8,2000.0
95281.1,21.0,4.0,80,16.0,2010,1,94.8,2100.0
10347.9,4.0,4.0,100,25.0,2014,3,97.5,3800.0
39373.63636363636,6.0,3.0,55,18.0,2017,4,98.6,2300.0
39373.63636363636,3.0,4.0,65,22.0,2017,3,98.6,2800.0
39373.63636363636,7.0,4.0,75,16.0,2017,1,98.6,3400.0
15629.818181818182,13.0,4.0,75,15.0,2014,3,97.5,3100.0
27120.9,7.0,4.0,75,2.0,2014,2,97.5,5200.0
27120.9,8.0,4.0,95,5.0,2014,1,97.5,7900.0
31877.3,3.0,4.0,65,3.0,2017,3,98.6,2900.0
31877.3,2.0,3.0,55,13.0,2017,1,98.6,2700.0
36670.72727272727,7.0,4.0,75,10.0,2014,4,97.5,4200.0
36670.72727272727,7.0,4.0,65,19.0,2014,1,97.5,2400.0
36670.72727272727,7.0,,80,26.0,2014,1,97.5,1600.0
39373.63636363636,4.0,3.0,65,19.0,2014,4,97.5,2600.0
39373.63636363636,4.0,4.0,65,12.0,2014,3,97.5,3000.0
36670.72727272727,13.0,4.0,80,9.0,2014,4,97.5,3200.0
36670.72727272727,15.0,4.0,90,11.0,2014,3,97.5,3700.0
95281.1,8.0,3.0,75,13.0,2014,3,97.5,3700.0
95281.1,8.0,4.0,70,18.0,2014,3,97.5,2800.0
95281.1,8.0,4.0,65,14.0,2014,3,97.5,2800.0
95281.1,8.0,4.0,70,18.0,2014,1,97.5,3000.0
17671.272727272728,29.0,4.0,65,15.0,2010,4,94.8,260.0
36670.72727272727,8.0,4.0,75,16.0,2017,3,98.6,3100.0
20094.2,8.0,4.0,70,15.0,2014,3,97.5,2200.0
27120.9,13.0,4.0,75,43.0,2014,2,97.5,1500.0
27120.9,12.0,4.0,75,43.0,2014,1,97.5,1300.0
27120.9,12.0,4.0,75,43.0,2014,1,97.5,1700.0
36670.72727272727,9.0,4.0,85,9.0,2017,4,98.6,4000.0
36670.72727272727,9.0,5.0,90,9.0,2017,2,98.6,4600.0
43789.2,3.0,4.0,60,11.0,2017,1,98.6,3000.0
52071.7,13.0,5.0,105,9.0,2014,4,97.5,4500.0
52071.7,10.0,4.0,75,12.0,2014,2,97.5,3100.0
52071.7,11.0,4.0,80,12.0,2014,1,97.5,3300.0
52071.7,13.0,3.0,75,9.0,2014,1,97.5,3300.0
12225.7,2.0,3.0,80,6.0,2014,4,97.5,6000.0
12225.7,3.0,4.0,80,6.0,2014,1,97.5,5200.0
60822.454545454544,15.0,4.0,75,13.0,2010,2,94.8,1500.0
60822.454545454544,15.0,4.0,75,11.0,2010,1,94.8,1700.0
95281.1,6.0,4.0,80,16.0,2014,4,97.5,3700.0
95281.1,6.0,4.0,75,0.0,2014,4,97.5,5300.0
95281.1,6.0,4.0,75,,2014,3,97.5,4900.0
95281.1,7.0,2.0,25,16.0,2014,2,97.5,1300.0
95281.1,6.0,4.0,80,0.0,2014,2,97.5,5600.0
10347.9,4.0,4.0,85,17.0,2014,4,97.5,4200.0
10347.9,3.0,4.0,70,20.0,2014,3,97.5,2700.0
3603.3636363636365,12.0,4.0,75,11.0,2010,4,94.8,1500.0
3603.3636363636365,11.0,4.0,75,11.0,2010,1,94.8,1500.0
27120.9,3.0,4.0,70,17.0,2014,1,97.5,2800.0
39373.63636363636,11.0,4.0,70,1.0,2014,2,97.5,3500.0
20094.2,13.0,5.0,85,19.0,2014,3,97.5,3300.0
20094.2,10.0,4.0,65,19.0,2014,3,97.5,2400.0
23739.8,7.0,3.0,40,39.0,2010,4,94.8,850.0
20094.2,6.0,4.0,70,14.0,2014,2,97.5,2900.0
23739.8,3.0,4.0,70,6.0,2010,3,94.8,2500.0
23739.8,6.0,3.0,45,39.0,2010,1,94.8,700.0
20094.2,4.0,4.0,65,17.0,2014,1,97.5,2700.0
20094.2,15.0,4.0,70,15.0,2014,1,97.5,2000.0
17671.272727272728,28.0,4.0,65,22.0,2017,2,98.6,4000.0
17671.272727272728,8.0,5.0,95,11.0,2017,3,98.6,2200.0
17671.272727272728,,5.0,85,9.0,2017,1,98.6,2800.0
95281.1,15.0,4.0,90,8.0,2014,3,97.5,5000.0
15629.818181818182,8.0,4.0,75,15.0,2014,4,97.5,3500.0
12225.7,5.0,5.0,80,16.0,2017,3,98.6,4200.0
22676.4,9.0,5.0,85,12.0,2010,3,94.8,2700.0
60822.454545454544,15.0,5.0,95,18.0,2017,3,98.6,2100.0
3603.3636363636365,10.0,4.0,70,20.0,2017,4,98.6,1400.0
3603.3636363636365,13.0,4.0,75,20.0,2017,2,98.6,1600.0
43789.2,30.0,4.0,95,6.0,2010,4,94.8,4300.0
43789.2,30.0,4.0,70,12.0,2010,3,94.8,1600.0
43789.2,30.0,3.0,65,12.0,2010,3,94.8,1200.0
43789.2,30.0,4.0,80,6.0,2010,3,94.8,2000.0
43789.2,30.0,3.0,120,6.0,2010,3,94.8,3800.0
43789.2,30.0,3.0,95,6.0,2010,3,94.8,4500.0
43789.2,30.0,5.0,80,12.0,2010,3,94.8,1900.0
43789.2,30.0,4.0,70,12.0,2010,2,94.8,1500.0
43789.2,30.0,4.0,75,11.0,2010,2,94.8,2100.0
43789.2,30.0,4.0,70,12.0,2010,2,94.8,1600.0
43789.2,30.0,3.0,100,6.0,2010,2,94.8,5200.0
43789.2,30.0,5.0,90,11.0,2010,2,94.8,3300.0
43789.2,30.0,4.0,80,11.0,2010,2,94.8,2800.0
43789.2,30.0,4.0,70,12.0,2010,2,94.8,1700.0
43789.2,30.0,4.0,95,6.0,2010,1,94.8,3900.0
43789.2,30.0,4.0,70,12.0,2010,1,94.8,1300.0
43789.2,30.0,4.0,70,12.0,2010,1,94.8,1300.0
43789.2,30.0,4.0,70,12.0,2010,1,94.8,1600.0
12225.7,14.0,5.0,95,3.0,2010,4,94.8,4200.0
12225.7,13.0,4.0,70,25.0,2010,4,94.8,1100.0
12225.7,14.0,3.0,85,3.0,2010,2,94.8,2600.0
12225.7,6.0,2.0,40,9.0,2017,4,98.6,2100.0
27120.9,16.0,4.0,140,33.0,2017,1,98.6,4200.0
15629.818181818182,13.0,4.0,60,12.0,2014,1,97.5,2600.0
15629.818181818182,13.0,4.0,55,12.0,2014,1,97.5,2400.0
43789.2,10.0,3.0,70,29.0,2014,3,97.5,1500.0
20094.2,6.0,4.0,70,8.0,2010,4,94.8,3000.0
20094.2,7.0,4.0,75,24.0,2010,4,94.8,2000.0
43789.2,3.0,2.0,25,5.0,2014,4,97.5,1400.0
43789.2,5.0,2.0,25,5.0,2014,4,97.5,1400.0
27120.9,3.0,2.0,50,10.0,2010,2,94.8,2300.0
27120.9,2.0,4.0,120,24.0,2010,1,94.8,4900.0
39373.63636363636,7.0,4.0,70,9.0,2010,3,94.8,2400.0
43789.2,8.0,2.0,55,1.0,2010,4,94.8,2500.0
95281.1,3.0,4.0,75,14.0,2014,4,97.5,4000.0
95281.1,3.0,4.0,80,14.0,2014,3,97.5,4000.0
95281.1,3.0,4.0,80,14.0,2014,3,97.5,4600.0
95281.1,5.0,5.0,85,9.0,2014,3,97.5,4700.0
95281.1,5.0,4.0,80,14.0,2014,3,97.5,4900.0
95281.1,3.0,4.0,80,14.0,2014,1,97.5,3500.0
95281.1,3.0,,100,14.0,2014,1,97.5,5900.0
95281.1,3.0,3.0,60,14.0,2014,1,97.5,3600.0
39373.63636363636,7.0,3.0,65,16.0,2014,3,97.5,2700.0
22676.4,11.0,4.0,75,20.0,2017,3,98.6,3800.0
43789.2,4.0,4.0,70,9.0,2010,4,94.8,2800.0
43789.2,2.0,4.0,65,4.0,2010,4,94.8,3100.0
43789.2,3.0,5.0,100,11.0,2010,3,94.8,3500.0
43789.2,3.0,4.0,60,4.0,2010,3,94.8,2500.0
43789.2,4.0,4.0,70,9.0,2010,2,94.8,2700.0
43789.2,2.0,4.0,70,9.0,2010,2,94.8,2800.0
43789.2,3.0,4.0,70,11.0,2010,1,94.8,2100.0
52071.7,15.0,3.0,75,8.0,2014,4,97.5,3100.0
36670.72727272727,14.0,4.0,75,14.0,2014,3,97.5,3000.0
36670.72727272727,19.0,4.0,70,14.0,2014,1,97.5,3200.0
20094.2,9.0,4.0,65,12.0,2014,1,97.5,2900.0
20094.2,8.0,4.0,65,12.0,2014,1,97.5,2700.0
43789.2,3.0,2.0,20,9.0,2014,2,97.5,1000.0
43789.2,30.0,5.0,110,13.0,2017,4,98.6,3200.0
43789.2,30.0,4.0,70,19.0,2017,3,98.6,1400.0
43789.2,30.0,5.0,80,19.0,2017,3,98.6,1800.0
43789.2,30.0,4.0,85,13.0,2017,3,98.6,3400.0
52071.7,21.0,4.0,70,10.0,2010,3,94.8,2400.0
43789.2,30.0,5.0,85,19.0,2017,3,98.6,1900.0
52071.7,16.0,4.0,90,8.0,2010,3,94.8,2700.0
43789.2,30.0,4.0,70,19.0,2017,2,98.6,1500.0
43789.2,30.0,4.0,75,19.0,2017,1,98.6,1900.0
52071.7,18.0,4.0,80,8.0,2010,2,94.8,3300.0
43789.2,30.0,4.0,65,19.0,2017,1,98.6,1800.0
43789.2,30.0,4.0,70,19.0,2017,1,98.6,1400.0
43789.2,10.0,5.0,80,7.0,2010,4,94.8,3100.0
1756.3,3.0,4.0,70,12.0,2010,4,94.8,2700.0
1756.3,3.0,4.0,75,12.0,2010,1,94.8,2400.0
20094.2,4.0,4.0,75,1.0,2017,4,98.6,4900.0
20094.2,4.0,4.0,75,,2017,1,98.6,4600.0
20094.2,5.0,3.0,70,22.0,2017,1,98.6,4000.0
20094.2,5.0,4.0,70,22.0,2017,1,98.6,4300.0
1952.3,5.0,4.0,70,33.0,2010,3,94.8,1700.0
27120.9,4.0,,20,33.0,2017,1,98.6,650.0
31877.3,16.0,5.0,100,5.0,2010,2,94.8,3400.0
39373.63636363636,6.0,4.0,75,8.0,2017,2,98.6,3800.0
43789.2,8.0,4.0,80,8.0,2017,3,98.6,4300.0
43789.2,19.0,4.0,60,13.0,2010,4,94.8,1200.0
43789.2,19.0,4.0,60,13.0,2010,4,94.8,1800.0
43789.2,17.0,3.0,65,6.0,2010,1,94.8,2300.0
43789.2,4.0,4.0,70,18.0,2017,4,98.6,2400.0
43789.2,4.0,3.0,65,13.0,2017,3,98.6,3200.0
43789.2,3.0,3.0,70,16.0,2017,2,98.6,3200.0
43789.2,3.0,4.0,65,11.0,2017,2,98.6,3500.0
43789.2,3.0,3.0,60,12.0,2017,1,98.6,2600.0
17671.272727272728,14.0,4.0,90,7.0,2010,4,94.8,2200.0
17671.272727272728,19.0,4.0,85,7.0,2010,4,94.8,2300.0
17671.272727272728,16.0,3.0,80,18.0,2010,4,94.8,1700.0
17671.272727272728,4.0,4.0,85,17.0,2010,4,94.8,1200.0
17671.272727272728,7.0,4.0,90,16.0,2010,3,94.8,1600.0
17671.272727272728,7.0,4.0,80,14.0,2010,3,94.8,1800.0
17671.272727272728,13.0,4.0,80,7.0,2010,2,94.8,2200.0
17671.272727272728,15.0,4.0,85,7.0,2010,1,94.8,2400.0
43789.2,7.0,4.0,65,17.0,2017,2,98.6,2700.0
12225.7,9.0,3.0,65,36.0,2010,3,94.8,1500.0
12225.7,14.0,5.0,90,2.0,2010,3,94.8,5700.0
12225.7,16.0,6.0,115,28.0,2010,3,94.8,3300.0
12225.7,13.0,4.0,70,3.0,2010,2,94.8,3600.0
12225.7,9.0,3.0,65,36.0,2010,2,94.8,800.0
12225.7,9.0,4.0,65,36.0,2010,2,94.8,1500.0
1756.3,3.0,4.0,75,19.0,2017,3,98.6,250.0
1952.3,4.0,4.0,70,35.0,2017,4,98.6,1600.0
1952.3,5.0,4.0,70,35.0,2017,2,98.6,1700.0
1952.3,4.0,5.0,75,38.0,2017,1,98.6,1300.0
20094.2,18.0,4.0,75,15.0,2010,3,94.8,2300.0
31877.3,16.0,5.0,80,30.0,2017,3,98.6,1500.0
43789.2,15.0,4.0,70,21.0,2017,2,98.6,2000.0
43789.2,16.0,4.0,70,21.0,2017,1,98.6,1700.0
43789.2,20.0,5.0,80,30.0,2017,1,98.6,780.0
43789.2,15.0,4.0,70,21.0,2017,1,98.6,2100.0
95281.1,14.0,5.0,75,7.0,2010,4,94.8,2700.0
95281.1,19.0,4.0,65,10.0,2010,1,94.8,2300.0
95281.1,15.0,2.0,15,24.0,2010,1,94.8,200.0
17671.272727272728,9.0,3.0,75,21.0,2017,4,98.6,1500.0
17671.272727272728,15.0,4.0,70,20.0,2017,4,98.6,1200.0
17671.272727272728,19.0,4.0,70,14.0,2017,3,98.6,1400.0
17671.272727272728,16.0,4.0,80,25.0,2017,1,98.6,1700.0
95281.1,7.0,2.0,15,22.0,2010,2,94.8,320.0
12225.7,11.0,4.0,75,2.0,2017,4,98.6,5600.0
36670.72727272727,6.0,5.0,120,42.0,2010,3,94.8,2000.0
12225.7,13.0,3.0,65,10.0,2017,3,98.6,3600.0
12225.7,14.0,4.0,80,32.0,2017,2,98.6,3000.0
12225.7,16.0,4.0,85,35.0,2017,2,98.6,2000.0
12225.7,9.0,4.0,115,43.0,2017,2,98.6,2900.0
20094.2,12.0,5.0,85,22.0,2017,4,98.6,2900.0
12225.7,9.0,2.0,45,25.0,2010,4,94.8,780.0
12225.7,8.0,3.0,45,40.0,2010,2,94.8,780.0
95281.1,6.0,3.0,50,12.0,2017,1,98.6,2500.0
10347.9,11.0,4.0,80,13.0,2010,1,94.8,2200.0
39373.63636363636,18.0,5.0,95,14.0,2017,4,98.6,4000.0
10347.9,12.0,4.0,65,9.0,2010,4,94.8,2600.0
95281.1,19.0,3.0,75,18.0,2017,4,98.6,2800.0
95281.1,19.0,3.0,70,17.0,2017,3,98.6,2400.0
95281.1,16.0,5.0,75,14.0,2017,2,98.6,2700.0
95281.1,16.0,4.0,85,18.0,2017,2,98.6,3000.0
12225.7,6.0,4.0,115,4.0,2010,3,94.8,6400.0
95281.1,9.0,5.0,70,36.0,2017,3,98.6,1300.0
10347.9,6.0,4.0,95,21.0,2010,1,94.8,3200.0
20094.2,5.0,3.0,50,21.0,2017,2,98.6,1500.0
36670.72727272727,6.0,4.0,100,49.0,2017,3,98.6,2700.0
36670.72727272727,6.0,4.0,100,49.0,2017,3,98.6,2800.0
23739.8,10.0,3.0,60,38.0,2017,4,98.6,1300.0
36670.72727272727,10.0,3.0,60,33.0,2010,3,94.8,1000.0
36670.72727272727,11.0,3.0,75,33.0,2010,3,94.8,1600.0
36670.72727272727,8.0,4.0,85,22.0,2010,2,94.8,2600.0
39373.63636363636,5.0,4.0,75,15.0,2010,4,94.8,2600.0
10347.9,11.0,4.0,70,20.0,2017,2,98.6,2600.0
36670.72727272727,13.0,4.0,70,7.0,2010,3,94.8,3200.0
95281.1,8.0,4.0,65,14.0,2010,2,94.8,2600.0
23739.8,4.0,4.0,60,14.0,2011,4,94.5,2300.0
15629.818181818182,6.0,4.0,70,5.0,2017,4,98.6,5500.0
23739.8,4.0,4.0,70,14.0,2011,3,94.5,2700.0
23739.8,4.0,4.0,85,14.0,2011,1,94.5,3100.0
27120.9,9.0,4.0,70,18.0,2017,3,98.6,3300.0
36670.72727272727,7.0,3.0,80,29.0,2017,3,98.6,3500.0
36670.72727272727,7.0,4.0,75,13.0,2017,3,98.6,4700.0
36670.72727272727,8.0,4.0,65,22.0,2017,3,98.6,2500.0
36670.72727272727,8.0,4.0,65,22.0,2017,2,98.6,2700.0
39373.63636363636,4.0,3.0,55,6.0,2017,3,98.6,3600.0
36670.72727272727,13.0,5.0,80,14.0,2017,2,98.6,4000.0
95281.1,15.0,5.0,85,15.0,2017,2,98.6,4000.0
52071.7,13.0,4.0,95,5.0,2010,3,94.8,3800.0
52071.7,12.0,4.0,80,5.0,2010,3,94.8,3500.0
52071.7,12.0,5.0,85,5.0,2010,3,94.8,3600.0
52071.7,13.0,4.0,85,5.0,2010,2,94.8,3700.0
52071.7,13.0,4.0,85,5.0,2010,2,94.8,3600.0
52071.7,17.0,4.0,85,5.0,2010,1,94.8,3500.0
39373.63636363636,4.0,4.0,50,35.0,2011,4,94.5,850.0
39373.63636363636,5.0,3.0,65,18.0,2011,2,94.5,2500.0
39373.63636363636,1.0,4.0,75,18.0,2011,2,94.5,2700.0
39373.63636363636,1.0,4.0,80,16.0,2011,1,94.5,2500.0
39373.63636363636,,4.0,75,,2011,1,94.5,2800.0
95281.1,5.0,3.0,55,9.0,2010,4,94.8,2600.0
95281.1,6.0,4.0,80,12.0,2010,3,94.8,3700.0
95281.1,6.0,2.0,35,12.0,2010,3,94.8,1600.0
95281.1,5.0,3.0,55,12.0,2010,2,94.8,1900.0
31877.3,21.0,4.0,75,9.0,2011,3,94.5,2700.0
