,station,to_station,#_of_rooms,floor_plan,area,tx.yr.,age,bldg.struct.,LUZ,renovation,price
773,甲子園,9.0,3.0,２ＬＤＫ,65.0,2023.0,10.0,ＲＣ,１中住専,未改装,4600.0
774,甲子園,11.0,4.0,３ＬＤＫ,70.0,2021.0,8.0,ＲＣ,１中住専,未改装,4400.0
776,甲子園,9.0,3.0,２ＬＤＫ,70.0,2020.0,7.0,ＲＣ,１中住専,未改装,4500.0
778,甲子園,7.0,4.0,３ＬＤＫ,65.0,2025.0,28.0,ＲＣ,１種住居,改装済み,2800.0
780,甲子園,9.0,4.0,３ＬＤＫ,65.0,2024.0,51.0,ＲＣ,２種住居,改装済み,1600.0
781,甲子園,10.0,3.0,２ＬＤＫ,50.0,2024.0,51.0,ＲＣ,近隣商業,改装済み,1500.0
782,甲子園,9.0,4.0,３ＬＤＫ,70.0,2024.0,11.0,ＲＣ,２種住居,未改装,4000.0
783,甲子園,9.0,5.0,４ＬＤＫ,95.0,2023.0,50.0,ＲＣ,２種住居,未改装,2600.0
786,甲子園,10.0,4.0,３ＬＤＫ,75.0,2023.0,22.0,ＲＣ,２中住専,改装済み,3600.0
787,甲子園,9.0,4.0,３ＬＤＫ,85.0,2022.0,19.0,ＲＣ,２中住専,未改装,4000.0
