,station,to_station,#_of_rooms,floor_plan,area,tx.yr.,age,bldg.struct.,LUZ,renovation,price
6661,門戸厄神,14.0,4.0,３ＬＤＫ,70.0,2014.0,19.0,ＲＣ,１中住専,未改装,2400.0
6662,今津(阪神),8.0,4.0,３ＬＤＫ,70.0,2010.0,8.0,ＲＣ,１種住居,未改装,2500.0
6663,今津(阪神),4.0,2.0,１ＤＫ,25.0,2010.0,21.0,ＲＣ,商業,改装済み,3400.0
6664,門戸厄神,16.0,4.0,３ＬＤＫ,65.0,2014.0,20.0,ＲＣ,１中住専,改装済み,2400.0
6665,今津(阪神),7.0,3.0,２ＬＤＫ,55.0,2010.0,14.0,ＳＲＣ,１種住居,未改装,1400.0
6667,今津(阪神),8.0,4.0,３ＬＤＫ,60.0,2010.0,14.0,ＳＲＣ,１種住居,未改装,1900.0
6668,今津(阪神),7.0,3.0,２ＬＤＫ,60.0,2010.0,14.0,ＳＲＣ,１種住居,未改装,1500.0
6669,今津(阪神),6.0,4.0,３ＬＤＫ,60.0,2010.0,14.0,ＳＲＣ,１種住居,未改装,1500.0
6671,西宮(阪神),2.0,4.0,３ＬＤＫ,75.0,2017.0,14.0,ＳＲＣ,商業,未改装,4300.0
6675,甲東園,16.0,4.0,３ＬＤＫ,65.0,2017.0,38.0,ＲＣ,１中住専,改装済み,1700.0
6676,西宮(阪神),8.0,3.0,２ＬＤＫ,60.0,2010.0,12.0,ＲＣ,近隣商業,未改装,2000.0
6677,西宮(阪神),8.0,3.0,２ＬＤＫ,60.0,2010.0,12.0,ＲＣ,近隣商業,未改装,2400.0
6679,西宮北口,9.0,4.0,３ＬＤＫ,65.0,2014.0,4.0,ＲＣ,工業,未改装,3100.0
6680,西宮北口,6.0,1.0,１Ｒ,15.0,2014.0,27.0,ＲＣ,近隣商業,未改装,400.0
6681,甲子園口,7.0,4.0,３ＬＤＫ,65.0,2010.0,38.0,ＲＣ,１中住専,未改装,1500.0
6682,西宮北口,12.0,4.0,３ＬＤＫ,85.0,2014.0,8.0,ＲＣ,１中住専,未改装,4800.0
6683,西宮(阪神),3.0,4.0,３ＬＤＫ,65.0,2010.0,4.0,ＲＣ,商業,未改装,2800.0
6684,西宮(阪神),3.0,4.0,３ＬＤＫ,85.0,2010.0,4.0,ＲＣ,商業,未改装,3700.0
6686,甲子園口,6.0,4.0,３ＬＤＫ,100.0,2014.0,46.0,ＲＣ,１中住専,未改装,3000.0
6687,甲子園口,6.0,3.0,２ＬＤＫ,70.0,2014.0,46.0,ＲＣ,１中住専,未改装,1700.0
6688,夙川,9.0,3.0,２ＤＫ,40.0,2010.0,13.0,ＲＣ,１低住専,未改装,2000.0
6689,尼崎(ＪＲ),10.0,3.0,２ＬＤＫ,55.0,2010.0,13.0,ＲＣ,１種住居,改装済み,2000.0
6690,鳴尾・武庫川女子大前,10.0,5.0,４ＬＤＫ,80.0,2014.0,35.0,ＳＲＣ,１中住専,改装済み,2000.0
6691,夙川,13.0,4.0,３ＬＤＫ,60.0,2014.0,14.0,ＲＣ,近隣商業,未改装,2500.0
6692,甲子園口,11.0,3.0,２ＤＫ,35.0,2010.0,22.0,ＲＣ,１種住居,未改装,550.0
6693,西宮(阪神),8.0,4.0,３ＬＤＫ,60.0,2014.0,14.0,ＲＣ,近隣商業,未改装,2700.0
6694,甲子園口,11.0,3.0,２ＤＫ,35.0,2010.0,22.0,ＲＣ,１種住居,未改装,550.0
6695,甲子園口,10.0,4.0,３ＬＤＫ,80.0,2010.0,13.0,ＲＣ,１種住居,改装済み,2800.0
6696,仁川,7.0,4.0,３ＬＤＫ,70.0,2017.0,9.0,ＲＣ,２中住専,未改装,3700.0
6697,香櫨園,11.0,5.0,４ＬＤＫ,95.0,2014.0,17.0,ＲＣ,１中住専,未改装,2400.0
6698,今津(阪神),8.0,3.0,２ＬＤＫ,70.0,2017.0,2.0,ＲＣ,１種住居,未改装,3700.0
6699,西宮(阪神),18.0,4.0,３ＬＤＫ,70.0,2014.0,1.0,ＲＣ,準工業,未改装,2700.0
6700,西宮(阪神),16.0,4.0,３ＬＤＫ,70.0,2014.0,1.0,ＲＣ,準工業,未改装,2900.0
6702,西宮(ＪＲ),12.0,4.0,２ＬＤＫ＋Ｓ,70.0,2010.0,10.0,ＲＣ,近隣商業,未改装,2500.0
6703,今津(阪神),13.0,4.0,３ＬＤＫ,65.0,2017.0,16.0,ＲＣ,工業,改装済み,2600.0
6704,西宮北口,19.0,4.0,３ＬＤＫ,65.0,2010.0,13.0,ＲＣ,１種住居,改装済み,2000.0
6705,西宮北口,21.0,4.0,３ＬＤＫ,80.0,2010.0,16.0,ＲＣ,１種住居,未改装,2100.0
6706,香櫨園,4.0,4.0,３ＬＤＫ,100.0,2014.0,25.0,ＲＣ,１中住専,未改装,3800.0
6707,西宮(ＪＲ),6.0,3.0,２ＬＤＫ,55.0,2017.0,18.0,ＲＣ,２種住居,未改装,2300.0
6708,西宮(ＪＲ),3.0,4.0,３ＬＤＫ,65.0,2017.0,22.0,ＲＣ,２種住居,未改装,2800.0
6710,西宮(ＪＲ),7.0,4.0,３ＬＤＫ,75.0,2017.0,16.0,ＲＣ,準工業,未改装,3400.0
6711,さくら夙川,13.0,4.0,３ＬＤＫ,75.0,2014.0,15.0,ＲＣ,１中住専,改装済み,3100.0
6714,夙川,7.0,4.0,３ＬＤＫ,75.0,2014.0,2.0,ＲＣ,１中住専,未改装,5200.0
6715,夙川,8.0,4.0,３ＬＤＫ,95.0,2014.0,5.0,ＲＣ,１中住専,未改装,7900.0
6716,今津(阪神),3.0,4.0,３ＬＤＫ,65.0,2017.0,3.0,ＲＣ,近隣商業,未改装,2900.0
6718,今津(阪神),2.0,3.0,２ＬＤＫ,55.0,2017.0,13.0,ＲＣ,商業,改装済み,2700.0
6722,甲子園口,7.0,4.0,３ＬＤＫ,75.0,2014.0,10.0,ＲＣ,１中住専,未改装,4200.0
6724,甲子園口,7.0,4.0,３ＬＤＫ,65.0,2014.0,19.0,ＲＣ,１中住専,改装済み,2400.0
6726,西宮(ＪＲ),4.0,3.0,２ＬＤＫ,65.0,2014.0,19.0,ＲＣ,近隣商業,未改装,2600.0
6727,西宮(ＪＲ),4.0,4.0,３ＬＤＫ,65.0,2014.0,12.0,ＲＣ,近隣商業,未改装,3000.0
6728,甲子園口,13.0,4.0,３ＬＤＫ,80.0,2014.0,9.0,ＲＣ,１中住専,未改装,3200.0
6729,甲子園口,15.0,4.0,３ＬＤＫ,90.0,2014.0,11.0,ＲＣ,１中住専,未改装,3700.0
6730,西宮北口,8.0,3.0,２ＬＤＫ,75.0,2014.0,13.0,ＲＣ,１中住専,未改装,3700.0
6731,西宮北口,8.0,4.0,３ＬＤＫ,70.0,2014.0,18.0,ＲＣ,１中住専,未改装,2800.0
6732,西宮北口,8.0,4.0,３ＬＤＫ,65.0,2014.0,14.0,ＲＣ,１中住専,未改装,2800.0
6733,西宮北口,8.0,4.0,３ＬＤＫ,70.0,2014.0,18.0,ＲＣ,１中住専,未改装,3000.0
6734,西宮名塩,29.0,4.0,３ＬＤＫ,65.0,2010.0,15.0,ＲＣ,１低住専,未改装,260.0
6735,甲子園口,8.0,4.0,３ＬＤＫ,75.0,2017.0,16.0,ＲＣ,１中住専,未改装,3100.0
6736,門戸厄神,8.0,4.0,３ＬＤＫ,70.0,2014.0,15.0,ＲＣ,２中住専,未改装,2200.0
6738,夙川,13.0,4.0,３ＬＤＫ,75.0,2014.0,43.0,ＲＣ,１中住専,改装済み,1500.0
6739,夙川,12.0,4.0,３ＬＤＫ,75.0,2014.0,43.0,ＲＣ,１中住専,未改装,1300.0
6740,夙川,12.0,4.0,３ＬＤＫ,75.0,2014.0,43.0,ＲＣ,１中住専,未改装,1700.0
6741,甲子園口,9.0,4.0,３ＬＤＫ,85.0,2017.0,9.0,ＲＣ,１中住専,未改装,4000.0
6742,甲子園口,9.0,5.0,４ＬＤＫ,90.0,2017.0,9.0,ＲＣ,１中住専,未改装,4600.0
6743,西宮(阪神),3.0,4.0,３ＬＤＫ,60.0,2017.0,11.0,ＲＣ,商業,未改装,3000.0
6744,甲子園,13.0,5.0,４ＬＤＫ,105.0,2014.0,9.0,ＲＣ,２種住居,未改装,4500.0
6745,甲子園,10.0,4.0,３ＬＤＫ,75.0,2014.0,12.0,ＲＣ,２中住専,未改装,3100.0
6746,甲子園,11.0,4.0,３ＬＤＫ,80.0,2014.0,12.0,ＲＣ,２中住専,未改装,3300.0
6747,甲子園,13.0,3.0,２ＬＤＫ,75.0,2014.0,9.0,ＲＣ,２種住居,未改装,3300.0
6748,苦楽園口,2.0,3.0,２ＬＤＫ,80.0,2014.0,6.0,ＲＣ,１中住専,未改装,6000.0
6749,苦楽園口,3.0,4.0,３ＬＤＫ,80.0,2014.0,6.0,ＲＣ,１中住専,未改装,5200.0
6750,宝塚,15.0,4.0,３ＬＤＫ,75.0,2010.0,13.0,ＳＲＣ,２中住専,未改装,1500.0
6751,宝塚,15.0,4.0,３ＬＤＫ,75.0,2010.0,11.0,ＳＲＣ,２中住専,未改装,1700.0
6752,西宮北口,6.0,4.0,３ＬＤＫ,80.0,2014.0,16.0,ＲＣ,１中住専,未改装,3700.0
6753,西宮北口,6.0,4.0,３ＬＤＫ,75.0,2014.0,0.0,ＲＣ,１種住居,未改装,5300.0
6755,西宮北口,7.0,2.0,１Ｋ,25.0,2014.0,16.0,ＳＲＣ,１中住専,未改装,1300.0
6756,西宮北口,6.0,4.0,３ＬＤＫ,80.0,2014.0,0.0,ＲＣ,１種住居,未改装,5600.0
6757,香櫨園,4.0,4.0,３ＬＤＫ,85.0,2014.0,17.0,ＲＣ,１種住居,未改装,4200.0
6758,香櫨園,3.0,4.0,３ＬＤＫ,70.0,2014.0,20.0,ＲＣ,１種住居,改装済み,2700.0
6759,生瀬,12.0,4.0,３ＬＤＫ,75.0,2010.0,11.0,ＳＲＣ,２中住専,未改装,1500.0
6760,生瀬,11.0,4.0,３ＬＤＫ,75.0,2010.0,11.0,ＳＲＣ,２中住専,改装済み,1500.0
6761,夙川,3.0,4.0,３ＬＤＫ,70.0,2014.0,17.0,ＲＣ,１種住居,未改装,2800.0
6762,西宮(ＪＲ),11.0,4.0,３ＬＤＫ,70.0,2014.0,1.0,ＲＣ,１種住居,未改装,3500.0
6763,門戸厄神,13.0,5.0,４ＬＤＫ,85.0,2014.0,19.0,ＲＣ,１中住専,未改装,3300.0
6764,門戸厄神,10.0,4.0,３ＬＤＫ,65.0,2014.0,19.0,ＲＣ,１中住専,未改装,2400.0
6765,鳴尾・武庫川女子大前,7.0,3.0,２ＬＤＫ,40.0,2010.0,39.0,鉄骨造,１種住居,改装済み,850.0
6766,門戸厄神,6.0,4.0,３ＬＤＫ,70.0,2014.0,14.0,ＲＣ,１中住専,未改装,2900.0
6767,鳴尾・武庫川女子大前,3.0,4.0,３ＬＤＫ,70.0,2010.0,6.0,ＲＣ,近隣商業,未改装,2500.0
6768,鳴尾・武庫川女子大前,6.0,3.0,２ＤＫ,45.0,2010.0,39.0,鉄骨造,１種住居,未改装,700.0
6770,門戸厄神,15.0,4.0,３ＬＤＫ,70.0,2014.0,15.0,ＲＣ,１中住専,未改装,2000.0
6771,西宮名塩,28.0,4.0,３ＬＤＫ,65.0,2017.0,22.0,ＲＣ,１低住専,未改装,4000.0
6772,西宮名塩,8.0,5.0,４ＬＤＫ,95.0,2017.0,11.0,ＲＣ,１中住専,未改装,2200.0
6774,西宮北口,15.0,4.0,３ＬＤＫ,90.0,2014.0,8.0,ＲＣ,１中住専,未改装,5000.0
6775,さくら夙川,8.0,4.0,３ＬＤＫ,75.0,2014.0,15.0,ＲＣ,近隣商業,未改装,3500.0
6776,苦楽園口,5.0,5.0,４ＬＤＫ,80.0,2017.0,16.0,ＲＣ,１中住専,改装済み,4200.0
6777,仁川,9.0,5.0,４ＬＤＫ,85.0,2010.0,12.0,ＲＣ,１種住居,未改装,2700.0
6779,宝塚,15.0,5.0,４ＬＤＫ,95.0,2017.0,18.0,ＳＲＣ,２中住専,未改装,2100.0
6780,生瀬,10.0,4.0,３ＬＤＫ,70.0,2017.0,20.0,ＳＲＣ,２中住専,未改装,1400.0
6781,生瀬,13.0,4.0,３ＬＤＫ,75.0,2017.0,20.0,ＳＲＣ,２中住専,未改装,1600.0
6782,西宮(阪神),30.0,4.0,３ＬＤＫ,95.0,2010.0,6.0,ＳＲＣ,１中住専,未改装,4300.0
6783,西宮(阪神),30.0,4.0,３ＬＤＫ,70.0,2010.0,12.0,ＳＲＣ,１中住専,未改装,1600.0
6784,西宮(阪神),30.0,3.0,２ＬＤＫ,65.0,2010.0,12.0,ＳＲＣ,１中住専,改装済み,1200.0
6785,西宮(阪神),30.0,4.0,３ＬＤＫ,80.0,2010.0,6.0,ＲＣ,１中住専,未改装,2000.0
6786,西宮(阪神),30.0,3.0,２ＬＤＫ,120.0,2010.0,6.0,ＳＲＣ,１中住専,未改装,3800.0
6787,西宮(阪神),30.0,3.0,２ＬＤＫ,95.0,2010.0,6.0,ＳＲＣ,１中住専,未改装,4500.0
6788,西宮(阪神),30.0,5.0,４ＬＤＫ,80.0,2010.0,12.0,ＳＲＣ,１中住専,改装済み,1900.0
6789,西宮(阪神),30.0,4.0,３ＬＤＫ,70.0,2010.0,12.0,ＳＲＣ,１中住専,改装済み,1500.0
6790,西宮(阪神),30.0,4.0,３ＬＤＫ,75.0,2010.0,11.0,ＳＲＣ,近隣商業,未改装,2100.0
6791,西宮(阪神),30.0,4.0,３ＬＤＫ,70.0,2010.0,12.0,ＳＲＣ,１中住専,未改装,1600.0
6792,西宮(阪神),30.0,3.0,２ＬＤＫ,100.0,2010.0,6.0,ＲＣ,１中住専,未改装,5200.0
6793,西宮(阪神),30.0,5.0,４ＬＤＫ,90.0,2010.0,11.0,ＳＲＣ,近隣商業,未改装,3300.0
6794,西宮(阪神),30.0,4.0,３ＬＤＫ,80.0,2010.0,11.0,ＳＲＣ,近隣商業,未改装,2800.0
6795,西宮(阪神),30.0,4.0,３ＬＤＫ,70.0,2010.0,12.0,ＳＲＣ,１中住専,未改装,1700.0
6796,西宮(阪神),30.0,4.0,３ＬＤＫ,95.0,2010.0,6.0,ＲＣ,１中住専,未改装,3900.0
6797,西宮(阪神),30.0,4.0,３ＬＤＫ,70.0,2010.0,12.0,ＳＲＣ,１中住専,未改装,1300.0
6798,西宮(阪神),30.0,4.0,３ＬＤＫ,70.0,2010.0,12.0,ＳＲＣ,１中住専,未改装,1300.0
6799,西宮(阪神),30.0,4.0,３ＬＤＫ,70.0,2010.0,12.0,ＳＲＣ,１中住専,改装済み,1600.0
6800,苦楽園口,14.0,5.0,４ＬＤＫ,95.0,2010.0,3.0,ＲＣ,１中住専,未改装,4200.0
6801,苦楽園口,13.0,4.0,３ＬＤＫ,70.0,2010.0,25.0,ＲＣ,１中住専,未改装,1100.0
6802,苦楽園口,14.0,3.0,２ＬＤＫ,85.0,2010.0,3.0,ＲＣ,１中住専,未改装,2600.0
6803,苦楽園口,6.0,2.0,１ＬＤＫ,40.0,2017.0,9.0,ＲＣ,１中住専,未改装,2100.0
6804,夙川,16.0,4.0,３ＬＤＫ,140.0,2017.0,33.0,ＲＣ,１低住専,未改装,4200.0
6805,さくら夙川,13.0,4.0,３ＬＤＫ,60.0,2014.0,12.0,ＲＣ,近隣商業,未改装,2600.0
6806,さくら夙川,13.0,4.0,３ＬＤＫ,55.0,2014.0,12.0,ＲＣ,近隣商業,未改装,2400.0
6807,西宮(阪神),10.0,3.0,２ＬＤＫ,70.0,2014.0,29.0,ＳＲＣ,準工業,未改装,1500.0
6808,門戸厄神,6.0,4.0,３ＬＤＫ,70.0,2010.0,8.0,ＲＣ,１中住専,未改装,3000.0
6809,門戸厄神,7.0,4.0,３ＬＤＫ,75.0,2010.0,24.0,ＲＣ,１中住専,改装済み,2000.0
6810,西宮(阪神),3.0,2.0,１Ｋ,25.0,2014.0,5.0,ＲＣ,近隣商業,未改装,1400.0
6811,西宮(阪神),5.0,2.0,１Ｋ,25.0,2014.0,5.0,ＲＣ,近隣商業,未改装,1400.0
6812,夙川,3.0,2.0,１ＤＫ,50.0,2010.0,10.0,ＲＣ,近隣商業,改装済み,2300.0
6813,夙川,2.0,4.0,３ＬＤＫ,120.0,2010.0,24.0,ＲＣ,近隣商業,改装済み,4900.0
6814,西宮(ＪＲ),7.0,4.0,３ＬＤＫ,70.0,2010.0,9.0,ＲＣ,１種住居,未改装,2400.0
6815,西宮(阪神),8.0,2.0,１ＬＤＫ,55.0,2010.0,1.0,ＲＣ,近隣商業,未改装,2500.0
6816,西宮北口,3.0,4.0,３ＬＤＫ,75.0,2014.0,14.0,ＳＲＣ,２種住居,改装済み,4000.0
6817,西宮北口,3.0,4.0,２ＬＤＫ＋Ｓ,80.0,2014.0,14.0,ＳＲＣ,２種住居,改装済み,4000.0
6818,西宮北口,3.0,4.0,３ＬＤＫ,80.0,2014.0,14.0,ＳＲＣ,２種住居,未改装,4600.0
6819,西宮北口,5.0,5.0,４ＬＤＫ,85.0,2014.0,9.0,ＲＣ,２種住居,未改装,4700.0
6820,西宮北口,5.0,4.0,３ＬＤＫ,80.0,2014.0,14.0,ＳＲＣ,２種住居,改装済み,4900.0
6821,西宮北口,3.0,4.0,３ＬＤＫ,80.0,2014.0,14.0,ＳＲＣ,２種住居,未改装,3500.0
6823,西宮北口,3.0,3.0,２ＬＤＫ,60.0,2014.0,14.0,ＳＲＣ,２種住居,未改装,3600.0
6824,西宮(ＪＲ),7.0,3.0,２ＬＤＫ,65.0,2014.0,16.0,ＳＲＣ,近隣商業,改装済み,2700.0
6825,仁川,11.0,4.0,３ＬＤＫ,75.0,2017.0,20.0,ＲＣ,１中住専,未改装,3800.0
6826,西宮(阪神),4.0,4.0,３ＬＤＫ,70.0,2010.0,9.0,ＳＲＣ,商業,未改装,2800.0
6827,西宮(阪神),2.0,4.0,３ＬＤＫ,65.0,2010.0,4.0,ＲＣ,商業,未改装,3100.0
6828,西宮(阪神),3.0,5.0,４ＬＤＫ,100.0,2010.0,11.0,ＲＣ,商業,未改装,3500.0
6829,西宮(阪神),3.0,4.0,３ＬＤＫ,60.0,2010.0,4.0,ＲＣ,商業,未改装,2500.0
6830,西宮(阪神),4.0,4.0,３ＬＤＫ,70.0,2010.0,9.0,ＳＲＣ,商業,未改装,2700.0
6831,西宮(阪神),2.0,4.0,３ＬＤＫ,70.0,2010.0,9.0,ＳＲＣ,商業,未改装,2800.0
6832,西宮(阪神),3.0,4.0,３ＬＤＫ,70.0,2010.0,11.0,ＳＲＣ,商業,未改装,2100.0
6833,甲子園,15.0,3.0,１ＬＤＫ＋Ｓ,75.0,2014.0,8.0,ＲＣ,１中住専,未改装,3100.0
6834,甲子園口,14.0,4.0,３ＬＤＫ,75.0,2014.0,14.0,ＲＣ,１種住居,改装済み,3000.0
6835,甲子園口,19.0,4.0,３ＬＤＫ,70.0,2014.0,14.0,ＲＣ,１中住専,未改装,3200.0
6837,門戸厄神,8.0,4.0,３ＬＤＫ,65.0,2014.0,12.0,ＲＣ,準住居,未改装,2700.0
6838,西宮(阪神),3.0,2.0,１Ｋ,20.0,2014.0,9.0,ＲＣ,商業,未改装,1000.0
6840,西宮(阪神),30.0,5.0,４ＬＤＫ,110.0,2017.0,13.0,ＳＲＣ,１中住専,改装済み,3200.0
6842,西宮(阪神),30.0,4.0,３ＬＤＫ,70.0,2017.0,19.0,ＳＲＣ,１中住専,未改装,1400.0
6843,西宮(阪神),30.0,5.0,４ＬＤＫ,80.0,2017.0,19.0,ＲＣ,１中住専,未改装,1800.0
6845,西宮(阪神),30.0,4.0,３ＬＤＫ,85.0,2017.0,13.0,ＲＣ,１中住専,改装済み,3400.0
6846,甲子園,21.0,4.0,３ＬＤＫ,70.0,2010.0,10.0,ＲＣ,１種住居,未改装,2400.0
6847,西宮(阪神),30.0,5.0,４ＬＤＫ,85.0,2017.0,19.0,ＳＲＣ,１中住専,未改装,1900.0
6848,甲子園,16.0,4.0,３ＬＤＫ,90.0,2010.0,8.0,ＳＲＣ,１種住居,未改装,2700.0
6849,西宮(阪神),30.0,4.0,３ＬＤＫ,70.0,2017.0,19.0,ＳＲＣ,１中住専,未改装,1500.0
6850,西宮(阪神),30.0,4.0,３ＬＤＫ,75.0,2017.0,19.0,ＲＣ,１中住専,未改装,1900.0
6851,甲子園,18.0,4.0,３ＬＤＫ,80.0,2010.0,8.0,ＳＲＣ,１種住居,改装済み,3300.0
6852,西宮(阪神),30.0,4.0,３ＬＤＫ,65.0,2017.0,19.0,ＳＲＣ,１中住専,改装済み,1800.0
6853,西宮(阪神),30.0,4.0,３ＬＤＫ,70.0,2017.0,19.0,ＳＲＣ,１中住専,改装済み,1400.0
6854,西宮(阪神),10.0,5.0,４ＬＤＫ,80.0,2010.0,7.0,ＳＲＣ,準工業,未改装,3100.0
6855,洲先,3.0,4.0,３ＬＤＫ,70.0,2010.0,12.0,ＲＣ,１種住居,改装済み,2700.0
6856,洲先,3.0,4.0,３ＬＤＫ,75.0,2010.0,12.0,ＲＣ,１種住居,未改装,2400.0
6858,門戸厄神,4.0,4.0,３ＬＤＫ,75.0,2017.0,1.0,ＲＣ,１中住専,改装済み,4900.0
6860,門戸厄神,5.0,3.0,２ＬＤＫ,70.0,2017.0,22.0,ＲＣ,１中住専,改装済み,4000.0
6861,門戸厄神,5.0,4.0,３ＬＤＫ,70.0,2017.0,22.0,ＲＣ,１中住専,改装済み,4300.0
6862,東鳴尾,5.0,4.0,３ＬＤＫ,70.0,2010.0,33.0,ＲＣ,１種住居,改装済み,1700.0
6864,今津(阪神),16.0,5.0,４ＬＤＫ,100.0,2010.0,5.0,ＲＣ,準工業,改装済み,3400.0
6865,西宮(ＪＲ),6.0,4.0,３ＬＤＫ,75.0,2017.0,8.0,ＲＣ,近隣商業,改装済み,3800.0
6866,西宮(阪神),8.0,4.0,３ＬＤＫ,80.0,2017.0,8.0,ＲＣ,近隣商業,未改装,4300.0
6867,西宮(阪神),19.0,4.0,３ＬＤＫ,60.0,2010.0,13.0,ＲＣ,準工業,未改装,1200.0
6869,西宮(阪神),17.0,3.0,２ＬＤＫ,65.0,2010.0,6.0,ＲＣ,準工業,未改装,2300.0
6871,西宮(阪神),4.0,4.0,２ＬＤＫ＋Ｓ,70.0,2017.0,18.0,ＳＲＣ,商業,改装済み,2400.0
6872,西宮(阪神),4.0,3.0,２ＬＤＫ,65.0,2017.0,13.0,ＳＲＣ,商業,改装済み,3200.0
6873,西宮(阪神),3.0,3.0,２ＬＤＫ,70.0,2017.0,16.0,ＳＲＣ,商業,改装済み,3200.0
6874,西宮(阪神),3.0,4.0,３ＬＤＫ,65.0,2017.0,11.0,ＲＣ,商業,未改装,3500.0
6875,西宮(阪神),3.0,3.0,２ＬＤＫ,60.0,2017.0,12.0,ＲＣ,商業,未改装,2600.0
6876,西宮名塩,14.0,4.0,３ＬＤＫ,90.0,2010.0,7.0,ＲＣ,１中住専,未改装,2200.0
6877,西宮名塩,19.0,4.0,３ＬＤＫ,85.0,2010.0,7.0,ＲＣ,１中住専,未改装,2300.0
6878,西宮名塩,16.0,3.0,２ＬＤＫ,80.0,2010.0,18.0,ＲＣ,１中住専,未改装,1700.0
6879,西宮名塩,4.0,4.0,３ＬＤＫ,85.0,2010.0,17.0,ＲＣ,１中住専,未改装,1200.0
6880,西宮名塩,7.0,4.0,３ＬＤＫ,90.0,2010.0,16.0,ＲＣ,１中住専,未改装,1600.0
6881,西宮名塩,7.0,4.0,３ＬＤＫ,80.0,2010.0,14.0,ＲＣ,１中住専,改装済み,1800.0
6882,西宮名塩,13.0,4.0,３ＬＤＫ,80.0,2010.0,7.0,ＲＣ,１中住専,未改装,2200.0
6883,西宮名塩,15.0,4.0,３ＬＤＫ,85.0,2010.0,7.0,ＲＣ,１中住専,改装済み,2400.0
6884,西宮(阪神),7.0,4.0,３ＬＤＫ,65.0,2017.0,17.0,ＳＲＣ,近隣商業,未改装,2700.0
6885,苦楽園口,9.0,3.0,２ＬＤＫ,65.0,2010.0,36.0,ＲＣ,１種住居,改装済み,1500.0
6886,苦楽園口,14.0,5.0,４ＬＤＫ,90.0,2010.0,2.0,ＲＣ,１中住専,未改装,5700.0
6887,苦楽園口,16.0,6.0,５ＬＤＫ,115.0,2010.0,28.0,ＲＣ,１中住専,改装済み,3300.0
6888,苦楽園口,13.0,4.0,３ＬＤＫ,70.0,2010.0,3.0,ＲＣ,１中住専,未改装,3600.0
6889,苦楽園口,9.0,3.0,２ＬＤＫ,65.0,2010.0,36.0,ＲＣ,１種住居,未改装,800.0
6890,苦楽園口,9.0,4.0,３ＬＤＫ,65.0,2010.0,36.0,ＲＣ,１種住居,未改装,1500.0
6891,洲先,3.0,4.0,３ＬＤＫ,75.0,2017.0,19.0,ＲＣ,１種住居,未改装,250.0
6892,東鳴尾,4.0,4.0,３ＬＤＫ,70.0,2017.0,35.0,ＲＣ,１種住居,改装済み,1600.0
6894,東鳴尾,4.0,5.0,４ＬＤＫ,75.0,2017.0,38.0,ＳＲＣ,１種住居,未改装,1300.0
6895,門戸厄神,18.0,4.0,３ＬＤＫ,75.0,2010.0,15.0,ＲＣ,１中住専,未改装,2300.0
6896,今津(阪神),16.0,5.0,４ＬＤＫ,80.0,2017.0,30.0,ＳＲＣ,準工業,改装済み,1500.0
6897,西宮(阪神),15.0,4.0,３ＬＤＫ,70.0,2017.0,21.0,ＲＣ,準工業,未改装,2000.0
6898,西宮(阪神),16.0,4.0,３ＬＤＫ,70.0,2017.0,21.0,ＲＣ,準工業,未改装,1700.0
6899,西宮(阪神),20.0,5.0,４ＬＤＫ,80.0,2017.0,30.0,ＲＣ,準工業,未改装,780.0
6900,西宮(阪神),15.0,4.0,３ＬＤＫ,70.0,2017.0,21.0,ＲＣ,準工業,未改装,2100.0
6901,西宮北口,14.0,5.0,４ＬＤＫ,75.0,2010.0,7.0,ＲＣ,２中住専,未改装,2700.0
6902,西宮北口,19.0,4.0,３ＬＤＫ,65.0,2010.0,10.0,ＲＣ,１中住専,改装済み,2300.0
6903,西宮北口,15.0,2.0,１Ｋ,15.0,2010.0,24.0,ＲＣ,２中住専,未改装,200.0
6904,西宮名塩,9.0,3.0,２ＬＤＫ,75.0,2017.0,21.0,ＲＣ,１中住専,改装済み,1500.0
6905,西宮名塩,15.0,4.0,３ＬＤＫ,70.0,2017.0,20.0,ＲＣ,１中住専,未改装,1200.0
6907,西宮名塩,16.0,4.0,３ＬＤＫ,80.0,2017.0,25.0,ＲＣ,１中住専,改装済み,1700.0
6908,西宮北口,7.0,2.0,１Ｋ,15.0,2010.0,22.0,ＲＣ,２種住居,未改装,320.0
6910,甲子園口,6.0,5.0,３ＬＤＫ＋Ｓ,120.0,2010.0,42.0,ＲＣ,１中住専,未改装,2000.0
6912,苦楽園口,13.0,3.0,２ＬＤＫ,65.0,2017.0,10.0,ＲＣ,１中住専,未改装,3600.0
6913,苦楽園口,14.0,4.0,３ＬＤＫ,80.0,2017.0,32.0,ＲＣ,１種住居,改装済み,3000.0
6914,苦楽園口,16.0,4.0,３ＬＤＫ,85.0,2017.0,35.0,ＲＣ,１中住専,未改装,2000.0
6915,苦楽園口,9.0,4.0,３ＬＤＫ,115.0,2017.0,43.0,ＲＣ,１種住居,未改装,2900.0
6916,門戸厄神,12.0,5.0,４ＬＤＫ,85.0,2017.0,22.0,ＲＣ,１中住専,未改装,2900.0
6917,苦楽園口,9.0,2.0,１ＬＤＫ,45.0,2010.0,25.0,鉄骨造,１低住専,改装済み,780.0
6918,苦楽園口,8.0,3.0,２ＬＤＫ,45.0,2010.0,40.0,鉄骨造,１低住専,改装済み,780.0
