,station,to_station,#_of_rooms,floor_plan,area,tx.yr.,age,bldg.struct.,LUZ,renovation,price
3778,さくら夙川,9.0,4.0,３ＬＤＫ,70.0,2020.0,14.0,ＲＣ,１中住専,未改装,4100.0
3780,甲陽園,3.0,5.0,４ＬＤＫ,85.0,2024.0,24.0,ＲＣ,２低住専,改装済み,5100.0
3781,甲陽園,10.0,4.0,３ＬＤＫ,70.0,2023.0,24.0,ＲＣ,１低住専,改装済み,2800.0
3782,甲陽園,10.0,4.0,３ＬＤＫ,75.0,2023.0,24.0,ＲＣ,１低住専,未改装,2000.0
3783,甲陽園,3.0,4.0,３ＬＤＫ,70.0,2022.0,22.0,ＲＣ,２低住専,未改装,3800.0
3784,甲陽園,4.0,3.0,２ＬＤＫ,70.0,2021.0,21.0,ＲＣ,２低住専,未改装,4100.0
3785,甲陽園,3.0,4.0,３ＬＤＫ,75.0,2020.0,20.0,ＲＣ,２低住専,未改装,3600.0
3786,甲陽園,3.0,5.0,４ＬＤＫ,90.0,2020.0,20.0,ＲＣ,２低住専,改装済み,5000.0
3788,甲陽園,18.0,4.0,３ＬＤＫ,120.0,2025.0,34.0,ＲＣ,１中住専,未改装,2300.0
3789,甲陽園,13.0,4.0,３ＬＤＫ,125.0,2024.0,11.0,ＲＣ,１中住専,改装済み,4900.0
3791,甲陽園,15.0,3.0,２ＬＤＫ,70.0,2024.0,26.0,ＲＣ,１中住専,未改装,2400.0
3793,甲陽園,13.0,4.0,３ＬＤＫ,80.0,2023.0,10.0,ＲＣ,１中住専,未改装,2600.0
3794,甲陽園,13.0,4.0,３ＬＤＫ,125.0,2023.0,10.0,ＲＣ,１中住専,未改装,5600.0
3795,甲陽園,15.0,4.0,３ＬＤＫ,75.0,2023.0,10.0,ＲＣ,１中住専,未改装,3100.0
3797,甲陽園,13.0,4.0,３ＬＤＫ,75.0,2023.0,10.0,ＲＣ,１中住専,改装済み,2600.0
3798,甲陽園,15.0,4.0,３ＬＤＫ,75.0,2022.0,9.0,ＲＣ,１中住専,改装済み,2700.0
3799,甲陽園,15.0,5.0,４ＬＤＫ,100.0,2022.0,24.0,ＲＣ,１中住専,未改装,2800.0
3800,甲陽園,13.0,4.0,３ＬＤＫ,105.0,2022.0,9.0,ＲＣ,１中住専,未改装,4100.0
3802,甲陽園,15.0,4.0,３ＬＤＫ,95.0,2021.0,8.0,ＲＣ,１中住専,未改装,3000.0
3805,甲陽園,15.0,4.0,３ＬＤＫ,75.0,2021.0,8.0,ＲＣ,１中住専,改装済み,2900.0
3806,甲陽園,14.0,4.0,３ＬＤＫ,80.0,2021.0,8.0,ＲＣ,１中住専,改装済み,3100.0
3809,甲陽園,14.0,4.0,３ＬＤＫ,80.0,2020.0,7.0,ＲＣ,１中住専,改装済み,2700.0
3810,甲陽園,14.0,4.0,３ＬＤＫ,85.0,2020.0,7.0,ＲＣ,１中住専,未改装,3400.0
3811,甲陽園,12.0,5.0,４ＬＤＫ,80.0,2020.0,15.0,ＲＣ,１低住専,未改装,2900.0
3812,甲陽園,4.0,3.0,２ＬＤＫ,65.0,2025.0,26.0,ＲＣ,近隣商業,未改装,3400.0
3813,甲陽園,4.0,5.0,４ＬＤＫ,90.0,2025.0,26.0,ＲＣ,近隣商業,改装済み,6200.0
3816,甲陽園,6.0,4.0,３ＬＤＫ,70.0,2023.0,17.0,ＲＣ,１中住専,改装済み,4000.0
3817,甲陽園,4.0,5.0,４ＬＤＫ,85.0,2023.0,24.0,ＲＣ,近隣商業,改装済み,4300.0
3818,甲陽園,6.0,4.0,３ＬＤＫ,70.0,2022.0,16.0,ＲＣ,１中住専,未改装,3200.0
3819,甲陽園,6.0,4.0,２ＬＤＫ＋Ｓ,60.0,2021.0,9.0,ＲＣ,１中住専,未改装,3200.0
3820,甲陽園,1.0,3.0,２ＬＤＫ,45.0,2025.0,54.0,ＲＣ,近隣商業,未改装,1600.0
3821,甲陽園,1.0,3.0,２ＤＫ,60.0,2024.0,53.0,ＲＣ,近隣商業,改装済み,2400.0
3822,甲陽園,3.0,4.0,３ＬＤＫ,75.0,2024.0,47.0,ＳＲＣ,近隣商業,未改装,1900.0
3823,甲陽園,8.0,4.0,３ＬＤＫ,70.0,2024.0,24.0,ＲＣ,１中住専,未改装,3200.0
3824,甲陽園,1.0,3.0,２ＬＤＫ,50.0,2024.0,53.0,ＲＣ,近隣商業,未改装,800.0
3825,甲陽園,3.0,5.0,４ＬＤＫ,155.0,2024.0,47.0,ＳＲＣ,近隣商業,改装済み,5400.0
3827,甲陽園,4.0,3.0,２ＬＤＫ,65.0,2024.0,36.0,ＲＣ,近隣商業,未改装,2300.0
3829,甲陽園,1.0,3.0,２ＬＤＫ,70.0,2023.0,52.0,ＲＣ,近隣商業,改装済み,2400.0
3830,甲陽園,3.0,4.0,３ＬＤＫ,65.0,2023.0,46.0,ＳＲＣ,近隣商業,未改装,1300.0
3832,甲陽園,1.0,4.0,３ＤＫ,55.0,2023.0,52.0,ＲＣ,近隣商業,未改装,1000.0
3833,甲陽園,3.0,4.0,２ＬＤＫ＋Ｓ,75.0,2023.0,46.0,ＳＲＣ,近隣商業,改装済み,2400.0
3834,甲陽園,3.0,4.0,３ＬＤＫ,75.0,2023.0,46.0,ＳＲＣ,近隣商業,改装済み,2400.0
3835,甲陽園,1.0,5.0,４ＬＤＫ,75.0,2023.0,52.0,ＲＣ,近隣商業,未改装,2000.0
3836,甲陽園,8.0,4.0,３ＬＤＫ,70.0,2023.0,23.0,ＲＣ,１中住専,改装済み,3900.0
3837,甲陽園,1.0,3.0,２ＬＤＫ,70.0,2023.0,52.0,ＲＣ,近隣商業,未改装,800.0
3838,甲陽園,1.0,3.0,２ＤＫ,50.0,2022.0,51.0,ＲＣ,近隣商業,未改装,960.0
3841,甲陽園,3.0,4.0,３ＬＤＫ,65.0,2022.0,45.0,ＳＲＣ,近隣商業,改装済み,1300.0
3842,甲陽園,3.0,2.0,１ＬＤＫ,75.0,2021.0,44.0,ＳＲＣ,近隣商業,未改装,2100.0
3843,甲陽園,3.0,4.0,３ＬＤＫ,75.0,2021.0,44.0,ＳＲＣ,近隣商業,未改装,1400.0
3846,甲陽園,1.0,4.0,３ＬＤＫ,60.0,2020.0,49.0,ＲＣ,近隣商業,未改装,1600.0
3847,甲陽園,3.0,5.0,４ＬＤＫ,105.0,2020.0,43.0,ＳＲＣ,近隣商業,改装済み,3200.0
3848,甲陽園,4.0,3.0,２ＬＤＫ,60.0,2025.0,25.0,ＲＣ,１中住専,未改装,3000.0
3849,甲陽園,4.0,4.0,３ＬＤＫ,90.0,2024.0,24.0,ＲＣ,１中住専,改装済み,6000.0
3851,甲陽園,1.0,4.0,３ＬＤＫ,80.0,2022.0,7.0,ＲＣ,１中住専,未改装,5600.0
3854,甲陽園,9.0,4.0,３ＬＤＫ,85.0,2024.0,15.0,ＲＣ,１中住専,未改装,3500.0
3855,甲陽園,9.0,4.0,３ＬＤＫ,75.0,2024.0,28.0,ＲＣ,１中住専,改装済み,3500.0
3856,甲陽園,11.0,5.0,４ＬＤＫ,110.0,2024.0,34.0,ＲＣ,１中住専,未改装,2500.0
3857,甲陽園,9.0,4.0,３ＬＤＫ,70.0,2024.0,28.0,ＲＣ,１中住専,改装済み,2400.0
3859,甲陽園,9.0,5.0,４ＬＤＫ,85.0,2023.0,14.0,ＲＣ,１中住専,未改装,3400.0
3861,甲陽園,9.0,4.0,３ＬＤＫ,70.0,2022.0,13.0,ＲＣ,１中住専,未改装,3200.0
3863,甲陽園,11.0,5.0,４ＬＤＫ,110.0,2021.0,31.0,ＲＣ,１中住専,未改装,1500.0
3864,西宮(阪神),10.0,4.0,３ＬＤＫ,70.0,2024.0,18.0,ＲＣ,近隣商業,未改装,3300.0
3865,西宮(阪神),11.0,5.0,４ＬＤＫ,85.0,2021.0,15.0,ＲＣ,近隣商業,未改装,4200.0
3866,甲子園口,14.0,5.0,４ＬＤＫ,85.0,2025.0,21.0,ＲＣ,２中住専,改装済み,5200.0
3867,甲子園口,15.0,4.0,３ＬＤＫ,75.0,2024.0,20.0,ＲＣ,１種住居,未改装,3900.0
3868,甲子園口,14.0,4.0,３ＬＤＫ,85.0,2024.0,20.0,ＲＣ,２中住専,未改装,3500.0
3869,甲子園口,13.0,4.0,３ＬＤＫ,65.0,2022.0,15.0,ＲＣ,１種住居,未改装,2900.0
3871,甲子園口,10.0,4.0,３ＬＤＫ,65.0,2021.0,22.0,ＲＣ,２種住居,未改装,2700.0
3873,甲子園口,13.0,5.0,４ＬＤＫ,95.0,2020.0,16.0,ＲＣ,１種住居,未改装,4700.0
3874,甲子園口,10.0,4.0,３ＬＤＫ,65.0,2020.0,21.0,ＲＣ,２種住居,未改装,2300.0
3876,甲子園口,13.0,5.0,４ＬＤＫ,80.0,2020.0,16.0,ＲＣ,１種住居,未改装,3600.0
3877,甲子園口,13.0,4.0,３ＬＤＫ,75.0,2020.0,16.0,ＲＣ,１種住居,未改装,3300.0
3880,夙川,2.0,4.0,３ＬＤＫ,70.0,2024.0,24.0,ＲＣ,１中住専,未改装,6300.0
3881,夙川,2.0,4.0,３ＬＤＫ,70.0,2022.0,22.0,ＲＣ,１中住専,改装済み,5600.0
3886,武庫川,13.0,4.0,３ＬＤＫ,65.0,2024.0,20.0,ＲＣ,２中住専,改装済み,3900.0
3888,武庫川,14.0,4.0,３ＬＤＫ,70.0,2023.0,19.0,ＲＣ,２中住専,改装済み,4000.0
3889,武庫川,14.0,5.0,４ＬＤＫ,80.0,2023.0,19.0,ＲＣ,２中住専,改装済み,4000.0
3890,武庫川,11.0,4.0,３ＬＤＫ,75.0,2022.0,7.0,ＲＣ,２中住専,未改装,4000.0
3892,武庫川,14.0,4.0,３ＬＤＫ,70.0,2020.0,16.0,ＲＣ,２中住専,未改装,3200.0
3893,鳴尾・武庫川女子大前,8.0,3.0,２ＬＤＫ,55.0,2021.0,49.0,ＳＲＣ,１種住居,未改装,910.0
3895,鳴尾・武庫川女子大前,9.0,3.0,２ＬＤＫ,60.0,2020.0,48.0,ＳＲＣ,１種住居,改装済み,1800.0
3896,鳴尾・武庫川女子大前,8.0,3.0,２ＬＤＫ,55.0,2020.0,48.0,ＳＲＣ,１種住居,未改装,730.0
3897,武庫川,8.0,3.0,２ＬＤＫ,55.0,2024.0,52.0,ＳＲＣ,１種住居,改装済み,1600.0
3898,武庫川,8.0,3.0,２ＬＤＫ,55.0,2024.0,37.0,ＳＲＣ,１種住居,未改装,1800.0
3899,武庫川,7.0,3.0,２ＬＤＫ,55.0,2023.0,33.0,ＲＣ,１種住居,改装済み,2300.0
3900,武庫川,8.0,3.0,２ＬＤＫ,70.0,2022.0,50.0,ＳＲＣ,１種住居,未改装,1600.0
3901,武庫川,8.0,4.0,３ＬＤＫ,80.0,2022.0,31.0,ＲＣ,１種住居,改装済み,2800.0
3902,武庫川,9.0,3.0,２ＬＤＫ,55.0,2022.0,50.0,ＳＲＣ,１種住居,未改装,900.0
3903,武庫川,10.0,3.0,２ＤＫ,55.0,2021.0,49.0,ＳＲＣ,１種住居,未改装,85.0
3904,武庫川,7.0,4.0,２ＬＤＫ＋Ｓ,55.0,2021.0,31.0,ＲＣ,１種住居,改装済み,2400.0
3906,武庫川,4.0,4.0,３ＬＤＫ,85.0,2025.0,4.0,ＲＣ,１種住居,未改装,6500.0
3907,武庫川,4.0,4.0,３ＬＤＫ,65.0,2023.0,2.0,ＲＣ,１種住居,未改装,3800.0
3908,武庫川,5.0,4.0,３ＬＤＫ,65.0,2021.0,0.0,ＲＣ,１種住居,未改装,4300.0
3910,夙川,18.0,4.0,３ＬＤＫ,75.0,2020.0,23.0,ＳＲＣ,１中住専,未改装,2500.0
3911,苦楽園口,11.0,5.0,４ＬＤＫ,85.0,2025.0,27.0,ＲＣ,１低住専,未改装,4200.0
3912,苦楽園口,11.0,4.0,３ＬＤＫ,75.0,2023.0,25.0,ＲＣ,１低住専,改装済み,4100.0
3913,苦楽園口,9.0,4.0,３ＬＤＫ,80.0,2023.0,9.0,ＲＣ,１低住専,未改装,6200.0
3914,苦楽園口,9.0,4.0,３ＬＤＫ,85.0,2023.0,9.0,ＲＣ,１低住専,未改装,5400.0
3915,苦楽園口,10.0,3.0,２ＬＤＫ,100.0,2023.0,19.0,ＲＣ,１低住専,未改装,7300.0
3916,苦楽園口,11.0,4.0,３ＬＤＫ,75.0,2022.0,24.0,ＲＣ,１低住専,未改装,3200.0
3921,鳴尾・武庫川女子大前,6.0,4.0,３ＬＤＫ,65.0,2021.0,23.0,ＲＣ,１種住居,未改装,2600.0
3922,さくら夙川,4.0,3.0,２ＬＤＫ,60.0,2023.0,23.0,ＲＣ,近隣商業,未改装,2800.0
3923,西宮(阪神),6.0,2.0,１Ｋ,20.0,2025.0,18.0,ＲＣ,近隣商業,未改装,1400.0
3924,西宮(阪神),4.0,3.0,２ＬＤＫ,55.0,2024.0,26.0,ＳＲＣ,近隣商業,改装済み,3500.0
3925,西宮(阪神),4.0,4.0,３ＬＤＫ,65.0,2024.0,26.0,ＳＲＣ,近隣商業,改装済み,3900.0
3926,西宮(阪神),4.0,4.0,３ＬＤＫ,65.0,2023.0,25.0,ＳＲＣ,近隣商業,改装済み,3700.0
3928,西宮(阪神),6.0,4.0,３ＬＤＫ,70.0,2023.0,25.0,ＲＣ,近隣商業,改装済み,4300.0
3929,西宮(阪神),6.0,4.0,３ＬＤＫ,70.0,2023.0,25.0,ＲＣ,近隣商業,未改装,2100.0
3930,西宮(阪神),4.0,4.0,３ＬＤＫ,65.0,2023.0,25.0,ＳＲＣ,近隣商業,未改装,3500.0
3931,西宮(阪神),6.0,2.0,１Ｋ,20.0,2023.0,16.0,ＲＣ,近隣商業,未改装,1600.0
3932,西宮(阪神),4.0,4.0,３ＬＤＫ,65.0,2023.0,25.0,ＳＲＣ,近隣商業,未改装,2700.0
3935,西宮(阪神),4.0,4.0,３ＬＤＫ,80.0,2021.0,23.0,ＳＲＣ,近隣商業,未改装,3900.0
3936,生瀬,11.0,5.0,４ＬＤＫ,110.0,2023.0,31.0,ＲＣ,１中住専,改装済み,1700.0
3937,生瀬,14.0,4.0,３ＬＤＫ,80.0,2022.0,30.0,ＲＣ,１中住専,未改装,980.0
3938,生瀬,18.0,4.0,３ＬＤＫ,75.0,2022.0,30.0,ＲＣ,１中住専,改装済み,980.0
3939,生瀬,14.0,4.0,３ＬＤＫ,80.0,2021.0,29.0,ＲＣ,１中住専,未改装,500.0
3940,生瀬,11.0,3.0,２ＬＤＫ,75.0,2021.0,29.0,ＲＣ,１中住専,未改装,850.0
3941,西宮名塩,8.0,4.0,３ＬＤＫ,65.0,2025.0,26.0,ＲＣ,１中住専,未改装,1600.0
3942,西宮名塩,8.0,4.0,３ＬＤＫ,75.0,2022.0,23.0,ＲＣ,１中住専,未改装,1600.0
3943,西宮名塩,8.0,4.0,３ＬＤＫ,75.0,2021.0,22.0,ＲＣ,１中住専,未改装,1300.0
3944,西宮名塩,8.0,4.0,３ＬＤＫ,65.0,2020.0,21.0,ＲＣ,１中住専,改装済み,1300.0
3945,苦楽園口,9.0,4.0,３ＬＤＫ,70.0,2024.0,27.0,ＲＣ,１中住専,改装済み,4300.0
3946,苦楽園口,9.0,3.0,２ＬＤＫ,50.0,2020.0,23.0,ＲＣ,１中住専,改装済み,2000.0
3947,甲陽園,9.0,4.0,３ＬＤＫ,75.0,2024.0,23.0,ＲＣ,１中住専,改装済み,3800.0
3948,甲陽園,9.0,4.0,３ＬＤＫ,75.0,2023.0,22.0,ＲＣ,１中住専,未改装,3200.0
3949,甲陽園,10.0,4.0,３ＬＤＫ,75.0,2023.0,26.0,ＲＣ,１中住専,未改装,2300.0
3950,甲陽園,11.0,4.0,３ＬＤＫ,85.0,2020.0,16.0,ＲＣ,１中住専,未改装,3700.0
3951,夙川,9.0,4.0,３ＬＤＫ,80.0,2022.0,26.0,ＲＣ,１中住専,改装済み,5700.0
3952,夙川,9.0,3.0,２ＬＤＫ,80.0,2021.0,25.0,ＲＣ,１中住専,未改装,4200.0
3953,門戸厄神,4.0,3.0,２ＬＤＫ,60.0,2023.0,2.0,ＲＣ,準住居,未改装,4600.0
3954,門戸厄神,4.0,4.0,３ＬＤＫ,70.0,2020.0,6.0,ＲＣ,１中住専,未改装,4300.0
3956,香櫨園,12.0,4.0,３ＬＤＫ,75.0,2024.0,17.0,ＲＣ,１中住専,改装済み,3500.0
3957,香櫨園,14.0,3.0,２ＬＤＫ,55.0,2024.0,31.0,ＲＣ,１中住専,改装済み,1700.0
3958,香櫨園,9.0,4.0,３ＬＤＫ,75.0,2023.0,26.0,ＲＣ,１中住専,改装済み,4200.0
3959,香櫨園,13.0,4.0,３ＬＤＫ,70.0,2023.0,16.0,ＲＣ,１中住専,未改装,2800.0
3960,香櫨園,15.0,4.0,３ＬＤＫ,65.0,2023.0,16.0,ＲＣ,１中住専,改装済み,3500.0
3962,香櫨園,9.0,4.0,３ＬＤＫ,80.0,2022.0,25.0,ＲＣ,１中住専,未改装,3400.0
3963,香櫨園,14.0,5.0,４ＬＤＫ,80.0,2022.0,15.0,ＲＣ,１中住専,未改装,4200.0
3965,香櫨園,11.0,4.0,３ＬＤＫ,75.0,2022.0,15.0,ＲＣ,１中住専,未改装,3900.0
3969,香櫨園,9.0,5.0,４ＬＤＫ,90.0,2021.0,12.0,ＲＣ,１中住専,未改装,4000.0
3972,香櫨園,9.0,4.0,３ＬＤＫ,75.0,2021.0,24.0,ＲＣ,１中住専,未改装,3000.0
3973,香櫨園,14.0,5.0,４ＬＤＫ,95.0,2020.0,13.0,ＲＣ,１中住専,未改装,4800.0
3974,香櫨園,14.0,4.0,３ＬＤＫ,70.0,2020.0,13.0,ＲＣ,１中住専,未改装,3000.0
3975,西宮(ＪＲ),9.0,3.0,２ＬＤＫ,55.0,2024.0,26.0,ＲＣ,近隣商業,改装済み,3000.0
3977,西宮(阪神),10.0,3.0,２ＬＤＫ,65.0,2023.0,25.0,ＲＣ,近隣商業,改装済み,3200.0
3978,西宮(阪神),10.0,4.0,３ＬＤＫ,70.0,2022.0,24.0,ＲＣ,近隣商業,改装済み,3600.0
3979,西宮(阪神),11.0,4.0,３ＬＤＫ,60.0,2022.0,24.0,ＲＣ,近隣商業,未改装,2800.0
3981,西宮(阪神),10.0,4.0,３ＬＤＫ,70.0,2020.0,22.0,ＲＣ,近隣商業,改装済み,3400.0
3982,甲東園,4.0,3.0,２ＬＤＫ,60.0,2025.0,28.0,ＲＣ,１中住専,改装済み,3400.0
3984,苦楽園口,13.0,4.0,３ＬＤＫ,70.0,2024.0,22.0,ＲＣ,１低住専,未改装,3100.0
3985,苦楽園口,14.0,5.0,４ＬＤＫ,90.0,2023.0,18.0,ＲＣ,１低住専,未改装,5100.0
3986,苦楽園口,13.0,4.0,３ＬＤＫ,70.0,2022.0,20.0,ＲＣ,１低住専,未改装,3300.0
3988,苦楽園口,14.0,4.0,３ＬＤＫ,115.0,2022.0,17.0,ＲＣ,１低住専,未改装,5800.0
3990,苦楽園口,14.0,4.0,３ＬＤＫ,70.0,2021.0,19.0,ＲＣ,１低住専,未改装,3500.0
3991,苦楽園口,14.0,5.0,４ＬＤＫ,90.0,2021.0,16.0,ＲＣ,１低住専,未改装,4600.0
3992,苦楽園口,14.0,4.0,３ＬＤＫ,80.0,2021.0,16.0,ＲＣ,１低住専,未改装,3900.0
3993,苦楽園口,10.0,4.0,３ＬＤＫ,85.0,2021.0,15.0,ＲＣ,１低住専,未改装,4100.0
3994,苦楽園口,13.0,3.0,２ＬＤＫ,75.0,2020.0,18.0,ＲＣ,１低住専,未改装,3500.0
3995,西宮(ＪＲ),9.0,4.0,３ＬＤＫ,70.0,2022.0,8.0,ＲＣ,準工業,未改装,4900.0
3996,西宮(ＪＲ),9.0,4.0,３ＬＤＫ,65.0,2022.0,8.0,ＲＣ,準工業,未改装,4700.0
3997,西宮(ＪＲ),11.0,4.0,３ＬＤＫ,70.0,2021.0,6.0,ＲＣ,工業,未改装,4600.0
3998,西宮北口,9.0,4.0,３ＬＤＫ,70.0,2025.0,11.0,ＲＣ,準工業,未改装,7600.0
3999,西宮北口,9.0,5.0,４ＬＤＫ,80.0,2024.0,10.0,ＲＣ,準工業,未改装,6500.0
4000,西宮北口,9.0,4.0,３ＬＤＫ,70.0,2024.0,10.0,ＲＣ,準工業,未改装,5000.0
4001,西宮北口,9.0,4.0,３ＬＤＫ,70.0,2023.0,9.0,ＲＣ,準工業,未改装,5500.0
4002,西宮北口,10.0,4.0,３ＬＤＫ,70.0,2023.0,9.0,ＲＣ,準工業,未改装,5500.0
4003,西宮北口,10.0,4.0,３ＬＤＫ,85.0,2023.0,9.0,ＲＣ,準工業,未改装,6500.0
4004,西宮北口,9.0,4.0,３ＬＤＫ,75.0,2022.0,8.0,ＲＣ,準工業,未改装,5700.0
4005,西宮北口,9.0,5.0,４ＬＤＫ,80.0,2022.0,8.0,ＲＣ,準工業,未改装,5800.0
4007,西宮北口,9.0,4.0,３ＬＤＫ,75.0,2021.0,7.0,ＲＣ,準工業,未改装,5400.0
4010,西宮北口,9.0,5.0,４ＬＤＫ,85.0,2021.0,7.0,ＲＣ,準工業,未改装,6200.0
4012,西宮北口,9.0,5.0,３ＬＤＫ＋Ｓ,80.0,2020.0,5.0,ＲＣ,工業,未改装,4700.0
4013,西宮北口,9.0,4.0,３ＬＤＫ,65.0,2020.0,6.0,ＲＣ,準工業,未改装,4700.0
4015,阪神国道,7.0,4.0,３ＬＤＫ,70.0,2022.0,8.0,ＲＣ,準工業,未改装,5000.0
4016,阪神国道,4.0,4.0,３ＬＤＫ,70.0,2021.0,7.0,ＲＣ,準工業,未改装,4200.0
4018,甲陽園,11.0,4.0,３ＬＤＫ,65.0,2024.0,23.0,ＲＣ,１低住専,未改装,2400.0
4020,甲陽園,9.0,5.0,４ＬＤＫ,80.0,2023.0,36.0,ＲＣ,１低住専,未改装,2200.0
4021,甲陽園,12.0,3.0,２ＬＤＫ,70.0,2023.0,24.0,ＲＣ,１低住専,改装済み,3100.0
4023,甲陽園,10.0,4.0,３ＬＤＫ,90.0,2021.0,34.0,ＲＣ,１低住専,改装済み,1700.0
4024,甲陽園,10.0,5.0,４ＬＤＫ,80.0,2020.0,33.0,ＲＣ,１低住専,改装済み,1800.0
4025,夙川,9.0,2.0,１Ｋ,20.0,2024.0,40.0,ＲＣ,１種住居,未改装,920.0
4026,夙川,9.0,2.0,１Ｋ,15.0,2020.0,36.0,ＲＣ,１種住居,未改装,290.0
4027,西宮(阪神),11.0,5.0,４ＬＤＫ,75.0,2022.0,24.0,ＲＣ,近隣商業,未改装,3400.0
4028,西宮(阪神),9.0,4.0,３ＬＤＫ,70.0,2020.0,22.0,ＲＣ,近隣商業,改装済み,3500.0
4029,苦楽園口,18.0,4.0,３ＬＤＫ,80.0,2020.0,17.0,ＲＣ,１低住専,改装済み,2800.0
4033,苦楽園口,16.0,4.0,３ＬＤＫ,80.0,2024.0,19.0,ＲＣ,１中住専,改装済み,3400.0
4034,苦楽園口,14.0,4.0,３ＬＤＫ,70.0,2024.0,28.0,ＲＣ,１中住専,改装済み,2700.0
4035,苦楽園口,16.0,4.0,３ＬＤＫ,80.0,2024.0,19.0,ＲＣ,１中住専,未改装,3100.0
4037,苦楽園口,16.0,5.0,４ＬＤＫ,75.0,2023.0,22.0,ＲＣ,１中住専,未改装,2600.0
4038,苦楽園口,15.0,4.0,３ＬＤＫ,65.0,2022.0,45.0,ＲＣ,１中住専,未改装,1300.0
4040,苦楽園口,15.0,3.0,２ＬＤＫ,75.0,2021.0,44.0,ＲＣ,１中住専,未改装,1000.0
4041,苦楽園口,14.0,4.0,３ＬＤＫ,70.0,2020.0,24.0,ＲＣ,１中住専,改装済み,2400.0
4042,苦楽園口,14.0,3.0,２ＬＤＫ,60.0,2020.0,24.0,ＲＣ,１中住専,未改装,1700.0
4044,西宮北口,25.0,4.0,３ＬＤＫ,65.0,2023.0,46.0,ＳＲＣ,１中住専,改装済み,1700.0
4046,西宮北口,11.0,4.0,２ＬＤＫ＋Ｓ,60.0,2024.0,51.0,ＲＣ,１中住専,改装済み,2100.0
4048,西宮北口,10.0,4.0,３ＬＤＫ,70.0,2024.0,24.0,ＲＣ,１中住専,未改装,5800.0
4049,西宮北口,12.0,4.0,３ＬＤＫ,80.0,2023.0,23.0,ＲＣ,１中住専,未改装,6600.0
4050,西宮北口,13.0,3.0,２ＬＤＫ,60.0,2023.0,50.0,ＲＣ,１中住専,改装済み,2600.0
4051,西宮北口,11.0,5.0,４ＬＤＫ,80.0,2023.0,23.0,ＲＣ,１中住専,未改装,6000.0
4053,西宮北口,13.0,4.0,３Ｋ,60.0,2022.0,49.0,ＲＣ,１中住専,改装済み,2600.0
4056,西宮北口,11.0,4.0,３ＬＤＫ,60.0,2021.0,48.0,ＲＣ,１中住専,未改装,1400.0
4057,西宮北口,11.0,3.0,２ＬＤＫ,75.0,2020.0,44.0,ＲＣ,１中住専,改装済み,2900.0
4059,甲陽園,23.0,2.0,１ＬＤＫ,50.0,2023.0,34.0,ＲＣ,１中住専,未改装,1500.0
4061,甲陽園,23.0,4.0,３ＬＤＫ,80.0,2022.0,33.0,ＲＣ,１中住専,改装済み,3000.0
4062,甲陽園,23.0,4.0,３ＬＤＫ,80.0,2022.0,33.0,ＲＣ,１中住専,未改装,1700.0
4063,甲陽園,21.0,5.0,４ＬＤＫ,90.0,2022.0,33.0,ＲＣ,１中住専,改装済み,3000.0
4064,甲陽園,23.0,4.0,３ＬＤＫ,75.0,2021.0,32.0,ＲＣ,１中住専,改装済み,2900.0
4065,甲陽園,23.0,4.0,３ＬＤＫ,75.0,2020.0,31.0,ＲＣ,１中住専,未改装,2500.0
4066,門戸厄神,29.0,4.0,３ＬＤＫ,65.0,2024.0,28.0,ＲＣ,１中住専,改装済み,2400.0
4069,門戸厄神,29.0,5.0,４ＬＤＫ,95.0,2023.0,27.0,ＲＣ,１中住専,未改装,2900.0
4070,門戸厄神,21.0,4.0,３ＬＤＫ,95.0,2022.0,22.0,ＲＣ,１低住専,未改装,3200.0
4071,門戸厄神,26.0,4.0,３ＬＤＫ,80.0,2022.0,37.0,ＲＣ,１中住専,改装済み,2700.0
4072,門戸厄神,26.0,5.0,４ＬＤＫ,115.0,2022.0,37.0,ＲＣ,１中住専,未改装,1900.0
4073,門戸厄神,28.0,3.0,２ＬＤＫ,50.0,2020.0,31.0,ＲＣ,１中住専,未改装,1400.0
4074,武庫川団地前,9.0,4.0,３ＬＤＫ,70.0,2025.0,42.0,ＳＲＣ,１中住専,未改装,1200.0
4075,武庫川団地前,9.0,4.0,３ＬＤＫ,70.0,2025.0,42.0,ＳＲＣ,１中住専,改装済み,1800.0
4076,武庫川団地前,10.0,5.0,４ＬＤＫ,95.0,2025.0,40.0,ＳＲＣ,１中住専,未改装,950.0
4078,武庫川団地前,5.0,4.0,３ＬＤＫ,80.0,2025.0,33.0,ＲＣ,１中住専,改装済み,2000.0
4079,武庫川団地前,6.0,5.0,４ＬＤＫ,90.0,2024.0,35.0,ＳＲＣ,１中住専,未改装,1700.0
4080,武庫川団地前,10.0,5.0,４ＬＤＫ,95.0,2024.0,39.0,ＳＲＣ,１中住専,未改装,1400.0
4081,武庫川団地前,3.0,5.0,４ＬＤＫ,95.0,2024.0,32.0,ＲＣ,１中住専,改装済み,2700.0
4082,武庫川団地前,5.0,4.0,３ＬＤＫ,80.0,2024.0,32.0,ＲＣ,１中住専,未改装,1900.0
4083,武庫川団地前,11.0,5.0,４ＬＤＫ,95.0,2024.0,39.0,ＳＲＣ,１中住専,未改装,1700.0
4084,武庫川団地前,10.0,5.0,４ＬＤＫ,65.0,2024.0,39.0,ＳＲＣ,１中住専,改装済み,1500.0
