ds,y,yhat,yhat_lower,yhat_upper,trend,trend_lower,trend_upper,yearly
2021-09-30,,411.9018350710072,410.31930081249396,413.40220024138483,415.3264154538071,413.79564514452676,416.7410154227182,-3.424580382799896
2021-10-31,,413.4157992183998,411.7711242635392,414.82766135135415,415.51646367895324,413.94506959827754,416.98995101938095,-2.1006644605534577
2021-11-30,,414.82791835642274,413.0930642470942,416.4586084258397,415.70038131619145,414.0532205065772,417.1949450979136,-0.8724629597687182
2021-12-31,,415.9561416052213,414.14561889292406,417.60938505614916,415.8904295413377,414.16144407411343,417.431771400863,0.0657120638835955
2022-01-31,,416.71843368060865,414.82845800281,418.37576123120016,416.0804777664839,414.29089045183497,417.6629177532035,0.637955914124749
2022-02-28,,417.49796586576576,415.5695227366541,419.26420015782014,416.2521342279063,414.41076733085555,417.89323994744336,1.2458316378594407
2022-03-31,,418.9974295582633,417.04556003799354,420.7859331311936,416.44218245305257,414.54341271387784,418.1580591115112,2.555247105210736
2022-04-30,,419.7415800826691,417.69262894147045,421.75126186126926,416.6261000902908,414.6808181803189,418.42140844441826,3.1154799923783325
2022-05-31,,419.22018074934005,417.1664390039573,421.1804579879815,416.8161483154369,414.82616888144173,418.69517767353705,2.404032433903139
2022-06-30,,417.84090352637975,415.67962611828284,419.8954522903596,417.0000659526753,414.94138612930414,418.9479495548364,0.8408375737044289
2022-07-31,,415.89202852035675,413.7428604635116,418.007103954878,417.19011417782144,415.0872185793341,419.2246235618015,-1.2980856574646749
2022-08-31,,414.2752902655806,412.05197307370116,416.4611828812668,417.3801624029677,415.2270133621299,419.4906462155628,-3.104872137387053
2022-09-30,,414.10860009256595,411.78314219014527,416.34199415545874,417.5640800402059,415.37297675720407,419.75473106730465,-3.45547994763998
2022-10-31,,415.6434338712294,413.1819258519358,418.0194196247951,417.7541282653521,415.45663379122584,420.01577779555566,-2.1106943941227136
2022-11-30,,417.07151575640484,414.5838380533829,419.49851314455765,417.9380459025903,415.58191891029566,420.2759113846453,-0.8665301461854661
2022-12-31,,418.2033784187472,415.77123559187623,420.73783875020996,418.1280941277366,415.72291261136985,420.53760383907695,0.07528429101064535
2023-01-31,,418.9457108584976,416.46248278404204,421.4171955951558,418.31814235288283,415.8444424483883,420.826128466129,0.6275685056147396
2023-02-28,,419.7102112860586,417.04224238326157,422.4475613649793,418.4897988143052,415.96143206344124,421.0668914330368,1.2204124717534375
2023-03-31,,421.22596772443524,418.73383075950665,423.86522122288613,418.67984703945143,416.07076986349796,421.31254109129185,2.5461206849838303
2023-04-30,,421.99093787176986,419.2590128290871,424.5610349589896,418.86376467668975,416.21035568564906,421.55206016163896,3.1271731950801063
2023-05-31,,421.46855301328856,418.72050797124257,424.3016274025274,419.0538129018359,416.29103371515333,421.8026412582823,2.4147401114526503
2023-06-30,,420.098545857413,417.2313277826737,423.0708967583613,419.23773053907416,416.4090734318045,422.0639477648099,0.8608153183388539
2023-07-31,,418.14648341872265,415.1477278579865,421.13771879693917,419.4277787642204,416.53650313296407,422.39795442720606,-1.281295345497752
2023-08-31,,416.5277475050372,413.66295444333025,419.4230008477128,419.61782698936656,416.68555426004724,422.66623684314754,-3.0900794843293635
2023-09-30,,416.31560564693046,413.33893818839954,419.3092034589644,419.8017446266048,416.8258941786583,422.9234562049055,-3.486138979674323
2023-10-31,,417.8716684539804,414.7496071701937,421.1903439556356,419.99179285175103,416.9650099851946,423.18692121479125,-2.1201243977706343
2023-11-30,,419.3153059689275,416.07649062590167,422.53288084495523,420.1757104889894,417.0665944467424,423.435276478608,-0.8604045200619519
