ds,trend,trend_lower,trend_upper,yhat,yhat_lower,yhat_upper,yearly
1980-12-01,339.30187132311136,339.30187132311136,339.30187132311136,338.32394764689525,337.8036922722236,338.8576700241995,-0.9779236762161053
1981-01-01,339.43356837763463,339.43356837763463,339.43356837763463,339.34628909627696,338.79144978061555,339.89059270952265,-0.08727928135769498
1981-02-01,339.56526543215784,339.56526543215784,339.56526543215784,340.12226182709395,339.6448388204022,340.6485279378301,0.5569963949360831
1981-03-01,339.6842176104369,339.6842176104369,339.6842176104369,341.0601482942683,340.55049747170744,341.5886869286507,1.3759306838313647
1981-04-01,339.7793719730073,339.7793719730073,339.7793719730073,342.27521105974967,341.7326067803372,342.770168769864,2.4958390867423477
1981-05-01,339.8714568400109,339.8714568400109,339.8714568400109,342.7983161843096,342.33198544617653,343.3040217002691,2.926859344298665
1981-06-01,339.9666112025813,339.9666112025813,339.9666112025813,342.23865611139905,341.73598939895504,342.7610940962592,2.272044908817736
1981-07-01,340.058696069585,340.058696069585,340.058696069585,340.8404116002493,340.3197359875316,341.3490703133823,0.7817155306642928
1981-08-01,340.15385043215537,340.15385043215537,340.15385043215537,338.8632699054191,338.3627136613533,339.37065733468665,-1.2905805267362862
1981-09-01,340.24900479472575,340.24900479472575,340.24900479472575,337.1294967376372,336.6266893320455,337.6559579982905,-3.11950805708853
1981-10-01,340.3410896617294,340.3410896617294,340.3410896617294,337.08458291679284,336.56307482776424,337.5608502104241,-3.2565067449365794
1981-11-01,340.4362440242998,340.4362440242998,340.4362440242998,338.34096583824476,337.8254874218287,338.8861950842874,-2.095278186055047
1981-12-01,340.52832889130343,340.52832889130343,340.52832889130343,339.5597108443528,339.042688025267,340.0808647218563,-0.9686180469505908
1982-01-01,340.6234832538738,340.6234832538738,340.6234832538738,340.5602204719191,340.0815712500234,341.0794796917047,-0.06326278195474867
1982-02-01,340.71863761644425,340.71863761644425,340.71863761644425,341.2953297720364,340.7954963397135,341.8476921952693,0.5766921555921396
1982-03-01,340.8045834923143,340.8045834923143,340.8045834923143,342.0970334871067,341.59901122652775,342.6010798468302,1.2924499947924126
1982-04-01,340.8997378548847,340.8997378548847,340.8997378548847,343.38837384101726,342.8655862182059,343.9202887433253,2.4886359861325675
1982-05-01,340.99182272188835,340.99182272188835,340.99182272188835,343.9507449838306,343.43883021477626,344.42485722856827,2.9589222619422233
